,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1926,pop1939,pop1959,pop1970,mp1926,mp1939,mp1959,mp1970,spop1926,spop1939,spop1959,spop1970,smp1926,smp1939,smp1959,smp1970,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
1742,4025,Verkhnii Avzian,Bashkirskaia ASSR,Privolzhskii,0,0,0,28.0,53.55,57.51,2867.6025,3307.4001,3079.6605,0,0,NA,NA,16975.81064,37308.70451,63951.832689999996,83389.2732,0.0,0.0,NA,NA,94.85873108,110.81734879999999,122.45382109999998,128.3977923,0,0,0,1,0,0,0,0,0
1743,4026,Inzer,Bashkirskaia ASSR,Privolzhskii,0,0,0,28.0,54.22,57.56,2939.8084,3313.1536,3120.9032,0,0,NA,NA,17905.43186,39653.08565,68218.79342,88472.47632,0.0,0.0,NA,NA,95.90009526,112.10413559999999,123.88748190000001,129.7422779,0,0,0,1,0,0,0,0,0
1744,4028,Bizhbuliak,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,53.7,54.28,2883.69,2946.3184,2914.836,0,0,NA,NA,19205.14028,40994.009289999995,68884.57842,90691.52713,0.0,0.0,NA,NA,97.27745219,112.80949050000001,124.1037799,130.3072297,0,0,0,1,0,0,0,0,0
1745,4032,Iazykovo,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,54.69,55.03,2990.9961,3028.3009,3009.5907,0,0,NA,NA,19804.92499,43653.53424,76239.2121,100452.6909,0.0,0.0,NA,NA,97.88502114,114.14870060000001,126.37427209999998,132.6514739,0,0,0,1,0,0,0,0,0
1746,4035,Blagoveshchensk,Bashkirskaia ASSR,Privolzhskii,0,1,1,45.0,55.03,55.99,3028.3009,3134.8801,3081.1297,6899,11700,12900,14800,20708.8405,46766.42013,82736.57268,109149.6405,78.13025014,87.74713588,89.58589544,92.2057489,98.77012423,115.6253037,128.2197729,134.5710218,0,0,0,1,0,0,0,0,0
1747,4037,Buzdiak,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,54.56,54.54,2976.7936,2974.6116,2975.7024,0,0,NA,NA,19550.84957,42660.722,72781.39482,96002.65675,0.0,0.0,NA,NA,97.62969525,113.65764420000001,125.3328531,131.609793,0,0,0,1,0,0,0,0,0
1748,4040,Buraevo,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,55.83,55.4,3116.9889,3069.16,3092.982,0,0,NA,NA,19110.41262,42708.67402,71768.4678,94114.67744,0.0,0.0,NA,NA,97.17993981,113.6815987,125.01924440000002,131.1544719,0,0,0,1,0,0,0,0,0
1749,4043,Starosubkhangulovo,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,53.1,57.44,2819.61,3299.3536,3050.0640000000003,0,0,NA,NA,16381.751530000001,35804.438930000004,61130.3658,79937.3863,0.0,0.0,NA,NA,94.16612707,109.95257120000001,121.4572393,127.441497,0,0,0,1,0,0,0,0,0
1750,4046,Krasnousol'skii,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,53.89,56.48,2904.1321,3189.9904,3043.7072,6116,0,NA,NA,18203.52539,40086.82633,69825.42448,92136.1949,76.0150944,0.0,NA,NA,96.22375073,112.3346259,124.4062165,130.66828999999998,0,0,0,1,0,0,0,0,0
1751,4048,Davlekanovo,Bashkirskaia ASSR,Privolzhskii,0,1,1,45.0,54.21,55.01,2938.7241,3026.1001,2982.0921,8180,14215,17072,20100,19129.32093,41708.55367,71766.96966,94728.58499,81.17014299,91.43285804,94.96882507,98.17787869,97.19943861,113.1768633,125.01877759999998,131.3034347,0,0,0,1,0,0,0,0,0
1752,4050,Mesiagutovo,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,55.54,58.26,3084.6916,3394.2276,3235.7604,4184,0,NA,NA,18348.6269,41977.81541,72239.92848999999,92295.86591000001,69.53930469,0.0,NA,NA,96.37957608,113.31382260000001,125.16570970000001,130.7078784,0,0,0,1,0,0,0,0,0
1753,4053,Diurtiuli,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,55.48,54.87,3078.0304,3010.7169,3044.1876,0,0,NA,NA,19441.98126,43050.20758,72552.53203,95548.10078,0.0,0.0,NA,NA,97.51937733,113.8515106,125.2623449,131.5009204,0,0,0,1,0,0,0,0,0
1754,4056,Ermekeevo,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,54.08,53.67,2924.6464,2880.4689,2902.4736,0,0,NA,NA,19933.232790000002,42533.02144,71397.87095,94085.82323,0.0,0.0,NA,NA,98.01284344,113.593732,124.90349750000001,131.14744869999998,0,0,0,1,0,0,0,0,0
1755,4059,Isiangulovo,Bashkirskaia ASSR,Privolzhskii,0,0,1,28.0,52.19,56.59,2723.7961,3202.4281,2953.4321,0,0,NA,NA,16296.03928,34726.570060000005,58300.85494,76486.03485,0.0,0.0,NA,NA,94.06434269,109.3124696,120.4148939,126.4469541,0,0,0,1,0,0,0,0,0
1756,4063,Zilair,Bashkirskaia ASSR,Privolzhskii,0,0,1,28.0,52.23,57.45,2727.9729,3300.5025,3000.6135,5625,0,NA,NA,15431.9388,33693.26799,56847.21667,74429.78043,74.56281444,0.0,NA,NA,93.01048927,108.68173700000001,119.8613871,125.8348059,0,0,0,1,0,0,0,0,0
1757,4066,Iglino,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,54.84,56.42,3007.4256,3183.2164,3094.0728,0,0,NA,NA,20998.035519999998,47505.434989999994,84083.19625,110826.0101,0.0,0.0,NA,NA,99.04596967,115.9627331,128.5856668,134.9248762,0,0,0,1,0,0,0,0,0
1758,4067,Kudeevskii,Bashkirskaia ASSR,Privolzhskii,0,0,0,45.0,54.86,56.86,3009.6196,3233.0596,3119.3396,0,0,NA,NA,19425.51555,43693.82512,75875.60823,98739.03547,0.0,0.0,NA,NA,97.50264406,114.1684144,126.2668102,132.2554199,0,0,0,1,0,0,0,0,0
1759,4068,Ulu-Teliak,Bashkirskaia ASSR,Privolzhskii,0,0,0,45.0,54.91,56.98,3015.1081,3246.7204,3128.7718,0,0,NA,NA,19363.186009999998,43648.10302,75534.70885,97835.43571,0.0,0.0,NA,NA,97.43918604,114.1460419,126.16563149999999,132.044049,0,0,0,1,0,0,0,0,0
1760,4069,Urman,Bashkirskaia ASSR,Privolzhskii,0,0,0,45.0,54.87,56.87,3010.7169,3234.1969,3120.4569,0,0,NA,NA,19415.66582,43680.40247,75819.6785,98620.51752000001,0.0,0.0,NA,NA,97.49262819,114.1618487,126.25023870000001,132.22779690000002,0,0,0,1,0,0,0,0,0
1761,4071,Verkhneiarkeevo,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,55.44,54.32,3073.5936,2950.6624,3011.5008,0,0,NA,NA,19522.65535,43063.755110000006,72187.89584,95412.0705,0.0,0.0,NA,NA,97.60117869,113.8582252,125.1495879,131.4682473,0,0,0,1,0,0,0,0,0
1762,4075,Krasnokholmskii,Bashkirskaia ASSR,Privolzhskii,0,0,0,45.0,55.98,55.04,3133.7604,3029.4016,3081.1392,0,0,NA,NA,19230.293009999998,43071.175839999996,71767.23141000001,94585.9953,0.0,0.0,NA,NA,97.30327172,113.86190239999999,125.0188592,131.2689145,0,0,0,1,0,0,0,0,0
1763,4076,Kaltasy,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,55.96,54.82,3131.5216,3005.2324,3067.7272,0,0,NA,NA,19351.73506,43274.98117,72009.58346000001,95317.15295,0.0,0.0,NA,NA,97.4275078,113.96266940000001,125.0942592,131.4454239,0,0,0,1,0,0,0,0,0
1764,4080,Karaidel',Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,55.83,56.94,3116.9889,3242.1636,3178.9602,0,0,NA,NA,18423.92378,41672.64263,71001.47556,91813.28577,0.0,0.0,NA,NA,96.46000216,113.15853670000001,124.77908590000001,130.5880372,0,0,0,1,0,0,0,0,0
1765,4083,Pribel'skii,Bashkirskaia ASSR,Privolzhskii,0,0,0,45.0,54.37,56.46,2956.0969,3187.7316,3069.7302,0,0,NA,NA,19388.11186,43079.80364,75345.67182999999,99110.6954,0.0,0.0,NA,NA,97.46458517,113.86617690000001,126.109346,132.3418467,0,0,0,1,0,0,0,0,0
1766,4084,Karmaskaly,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,54.37,56.19,2956.0969,3157.3161,3055.0503,0,0,NA,NA,19888.50885,44247.2018,77832.62744,102736.7572,0.0,0.0,NA,NA,97.96837292,114.4375206,126.83976159999999,133.1698746,0,0,0,1,0,0,0,0,0
1767,4087,Verkhnie Kigi,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,55.41,58.6,3070.2681,3433.96,3247.026,0,0,NA,NA,18769.23454,42626.70379,73561.6968,93589.99289,0.0,0.0,NA,NA,96.82509516,113.6406355,125.5717409,131.0264543,0,0,0,1,0,0,0,0,0
1768,4090,Nikolo-Berezovka,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,56.12,54.16,3149.4544,2933.3056,3039.4592,0,0,NA,NA,19988.60219,44862.61886,74445.18592,103798.8045,0.0,0.0,NA,NA,98.06777501,114.73323700000002,125.8394491,133.4073449,0,0,0,1,0,0,0,0,0
1769,4091,Agidel',Bashkirskaia ASSR,Privolzhskii,0,0,0,45.0,55.9,53.94,3124.81,2909.5236,3015.2459999999996,0,0,NA,NA,19914.830990000002,44163.77699,73142.83189,97684.25124,0.0,0.0,NA,NA,97.99455679,114.3971473,125.44379479999999,132.0085098,0,0,0,1,0,0,0,0,0
1770,4093,Iumaguzino,Bashkirskaia ASSR,Privolzhskii,0,0,0,45.0,52.91,55.84,2799.4681,3118.1056,2954.4944,0,0,NA,NA,18009.14807,38282.6873,67332.93613,89330.81922,0.0,0.0,NA,NA,96.01325048,111.36059679999998,123.5966892,129.9623217,0,0,0,1,0,0,0,0,0
1771,4094,Mrakovo,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,52.72,56.63,2779.3984,3206.9569,2985.5336,0,0,NA,NA,16630.68498,35802.90568,61029.14255,80236.86977,0.0,0.0,NA,NA,94.45905354,109.9516731,121.42071409999998,127.5259408,0,0,0,1,0,0,0,0,0
1772,4097,Ermolaevo,Bashkirskaia ASSR,Privolzhskii,0,0,0,45.0,52.7,55.81,2777.29,3114.7561,2941.187,0,0,NA,NA,17386.44834,36984.84343,66173.37491,87649.59271,0.0,0.0,NA,NA,95.32488464,110.63386640000002,123.210743,129.5294883,0,0,0,1,0,0,0,0,0
1773,4099,Kushnarenkovo,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,55.1,55.37,3036.01,3065.8369,3050.887,0,0,NA,NA,20012.23962,44433.16934,77059.23151,101343.1138,0.0,0.0,NA,NA,98.09118386,114.5272717,126.6149225,132.8548357,0,0,0,1,0,0,0,0,0
1774,4102,Voskresenskoe,Bashkirskaia ASSR,Privolzhskii,0,0,0,45.0,53.12,56.15,2821.7344,3152.8225,2982.688,0,0,NA,NA,17607.145269999997,38083.83489,66948.05287,89024.41618,0.0,0.0,NA,NA,95.57135068,111.2507095,123.46926059999998,129.88399479999998,0,0,0,1,0,0,0,0,0
1775,4103,Zirgan,Bashkirskaia ASSR,Privolzhskii,0,0,0,45.0,53.22,55.91,2832.3684,3125.9281,2975.5302,0,0,NA,NA,17929.39744,38929.23176,70491.42475,94886.51543,0.0,0.0,NA,NA,95.92629409,111.71434520000001,124.61806899999999,131.3416135,0,0,0,1,0,0,0,0,0
1776,4105,Bol'sheust'ikinskoe,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,55.95,58.28,3130.4025,3396.5584,3260.7659999999996,0,0,NA,NA,18347.41446,41990.89095,72141.57437,92167.85161,0.0,0.0,NA,NA,96.37827863,113.32045320000002,125.1352268,130.6761439,0,0,0,1,0,0,0,0,0
1777,4108,Mishkino,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,55.53,55.97,3083.5809,3132.6409,3108.0141,0,0,NA,NA,19276.35096,43015.15641,73175.81565,95560.05338,0.0,0.0,NA,NA,97.35047211,113.8341291,125.45389420000001,131.5037893,0,0,0,1,0,0,0,0,0
1778,4111,Kirgiz-Miiaki,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,53.63,54.8,2876.1769,3003.04,2938.9240000000004,0,0,NA,NA,18739.68673,40226.7435,68353.57507,90268.00938999999,0.0,0.0,NA,NA,96.79409172,112.4084963,123.93142399999999,130.2003867,0,0,0,1,0,0,0,0,0
1779,4114,Krasnyi Kliuch,Bashkirskaia ASSR,Privolzhskii,0,0,0,45.0,55.39,56.65,3068.0521,3209.2225,3137.8435,0,0,NA,NA,18945.22036,42584.256480000004,73018.33107,94883.13404,0.0,0.0,NA,NA,97.00884749,113.6193952,125.40563629999998,131.3407967,0,0,0,1,0,0,0,0,0
1780,4115,Pavlovka,Bashkirskaia ASSR,Privolzhskii,0,0,0,45.0,55.41,56.56,3070.2681,3199.0336,3133.9896,0,0,NA,NA,18979.1315,42632.47715,73052.53391,95009.83272,0.0,0.0,NA,NA,97.04407885,113.643523,125.41612509999999,131.3713845,0,0,0,1,0,0,0,0,0
1781,4116,Krasnaia Gorka,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,55.19,56.68,3045.9361,3212.6224,3128.1692,0,0,NA,NA,19260.79137,43303.59867,74689.22326,97165.26834,0.0,0.0,NA,NA,97.33453792,113.97678429999999,125.91288529999999,131.88612849999998,0,0,0,1,0,0,0,0,0
1782,4119,Pervomaiskii,Bashkirskaia ASSR,Privolzhskii,0,0,0,45.0,55.1,58.72,3036.01,3448.0384,3235.472,0,0,NA,NA,19440.64335,44029.21957,76580.6335,96545.27304,0.0,0.0,NA,NA,97.51801815,114.3318824,126.47475390000001,131.7391428,0,0,0,1,0,0,0,0,0
1783,4120,Maloiaz,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,55.18,58.16,3044.8324,3382.5856,3209.2688,0,0,NA,NA,18803.3882,42368.76034,73150.40352,93272.94793,0.0,0.0,NA,NA,96.86087678,113.5112656,125.4461135,130.94878070000001,0,0,0,1,0,0,0,0,0
1784,4123,Sterlibashevo,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,53.44,55.26,2855.8336,3053.6676,2953.0944,0,0,NA,NA,18394.59047,39579.35329,68402.46832999999,90814.86046,0.0,0.0,NA,NA,96.42870583,112.0647273,123.9473449,130.3382581,0,0,0,1,0,0,0,0,0
1785,4126,Verkhnie Tatyshly,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,56.29,55.87,3168.5641,3121.4569,3144.9223,0,0,NA,NA,18690.01601,42254.61123,71265.38659,92966.61575,0.0,0.0,NA,NA,96.74187492,113.4537869,124.8619864,130.8735025,0,0,0,1,0,0,0,0,0
1786,4132,Fedorovka,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,55.28,56.32,3055.8784,3171.9424,3113.3696,0,0,NA,NA,19455.90108,43598.532999999996,75032.50776000001,97960.77689,0.0,0.0,NA,NA,97.5335134,114.1217625,126.0158182,132.0734751,0,0,0,1,0,0,0,0,0
1787,4135,Buribai,Bashkirskaia ASSR,Privolzhskii,0,0,0,28.0,51.94,58.17,2697.7636,3383.7489,3021.3498,0,0,NA,NA,14754.897780000001,32446.280130000003,55111.34607000001,72276.27676000001,0.0,0.0,NA,NA,92.14714335,107.8968547,119.1833102,125.1769656,0,0,0,1,0,0,0,0,0
1788,4136,Ak'iar,Bashkirskaia ASSR,Privolzhskii,0,0,1,28.0,51.86,58.23,2689.4596,3390.7329,3019.8078,0,0,NA,NA,14643.40261,32294.886360000004,54986.69937,72222.10521000001,0.0,0.0,NA,NA,92.00157558,107.7997155,119.13387639999999,125.1601886,0,0,0,1,0,0,0,0,0
1789,4139,Chekmagush,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,55.13,54.67,3039.3169,2988.8089,3013.9571,0,0,NA,NA,19518.15321,43018.07177,73075.79605,96327.76426,0.0,0.0,NA,NA,97.59662166,113.8355753,125.4232562,131.6873726,0,0,0,1,0,0,0,0,0
1790,4142,Chishmy,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,54.58,55.38,2978.9764,3066.9444,3022.6404,0,0,NA,NA,20328.925369999997,45111.02435,80629.21656,106359.2433,0.0,0.0,NA,NA,98.40243295,114.8515585,127.6361352,133.9708496,0,0,0,1,0,0,0,0,0
1791,4144,Sharan,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,54.82,54.01,3005.2324,2917.0801,2960.8282,0,0,NA,NA,19618.46383,42917.96216,72637.06421,96090.26559,0.0,0.0,NA,NA,97.69793220000001,113.78586429999999,125.2884112,131.63072250000002,0,0,0,1,0,0,0,0,0
1792,4147,Ianaul,Bashkirskaia ASSR,Privolzhskii,0,0,1,45.0,56.27,54.93,3166.3129,3017.3049,3090.9111,3333,11861,NA,NA,19211.136919999997,43094.56724,72171.64225,95233.36275,65.79851008,88.00336712,NA,NA,97.28361056,113.87348970000001,125.1445497,131.4252588,0,0,0,1,0,0,0,0,0
1794,4155,Votkinsk,Udmurtskaia ASSR,Privolzhskii,0,1,0,10.0,57.06,53.99,3255.8436,2914.9201,3080.6694,19236,38634,59666,74100,19837.36428,44999.30277,74407.33159,98515.18349,97.30912578,111.55347809999999,120.92339979999998,125.7351996,97.91740784,114.79841609999998,125.8280382,132.2032213,0,0,0,1,0,0,0,0,0
1795,4156,Glazov,Udmurtskaia ASSR,Privolzhskii,0,1,0,10.0,58.14,52.66,3380.2596,2773.0756,3061.6524,6594,16459,59012,68300,18665.3633,41859.10105,67637.57422000001,87935.18798,77.33294848,94.25745219,120.6811244,123.91396670000002,96.71591223,113.25353729999999,123.69708090000002,129.6035461,0,0,0,1,0,0,0,0,0
1796,4157,Mozhga,Udmurtskaia ASSR,Privolzhskii,0,1,0,10.0,56.37,52.26,3177.5769,2731.1076,2945.8962,2469,22168,29987,38900,20921.74542,46087.92813,74951.9796,99402.28366,61.02060226,100.12814279999999,106.26556880000001,111.6984666,98.97353464,115.3112229,125.99171059999999,132.4094465,0,0,0,1,0,0,0,0,0
1798,4162,Alnashi,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,56.19,52.48,3157.3161,2754.1504,2948.8512,0,0,NA,NA,20999.15785,46906.50797,76217.79705,101292.4263,0.0,0.0,NA,NA,99.04703351,115.68963670000001,126.36795590000001,132.84330309999999,0,0,0,1,0,0,0,0,0
1799,4165,Balezino,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,58.02,53.06,3366.3204,2815.3636,3078.5412,0,0,NA,NA,18925.97771,42653.33639,70441.72901,91313.5614,0.0,0.0,NA,NA,96.98883048,113.65395249999999,124.602324,130.4633311,0,0,0,1,0,0,0,0,0
1800,4167,Vavozh,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,56.76,51.94,3221.6976,2697.7636,2948.1144,0,0,NA,NA,20771.4383,46179.26378,74664.94172,98561.90199999999,0.0,0.0,NA,NA,98.83012495,115.35374640000002,125.90558829999999,132.21412420000001,0,0,0,1,0,0,0,0,0
1801,4172,Grakhovo,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,56.04,51.97,3140.4816,2700.8809,2912.3988,0,0,NA,NA,21304.29995,47013.89555,76283.29582999999,101787.8832,0.0,0.0,NA,NA,99.33439542,115.73883470000001,126.3872692,132.9558053,0,0,0,1,0,0,0,0,0
1802,4175,Debesy,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,57.65,53.82,3323.5225,2896.5924,3102.723,0,0,NA,NA,19211.48615,43559.445060000005,71802.52416,93484.30936,0.0,0.0,NA,NA,97.28396916,114.1025996,125.0298538,131.0005893,0,0,0,1,0,0,0,0,0
1803,4178,Zav'ialovo,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,56.79,53.38,3225.1041,2849.4244,3031.4502,0,0,NA,NA,25320.268330000003,59110.92405,96701.35504,131250.3385,0.0,0.0,NA,NA,102.8066308,120.7179272,131.776227,138.8829667,0,0,0,1,0,0,0,0,0
1804,4181,Igra,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,57.55,53.04,3312.0025,2813.2416,3052.452,0,0,NA,NA,19561.19509,43991.25211,71971.42354,94116.78641,0.0,0.0,NA,NA,97.64014978,114.31343419999999,125.0824023,131.1549852,0,0,0,1,0,0,0,0,0
1805,4182,Fakel,Udmurtskaia ASSR,Privolzhskii,0,0,0,10.0,57.63,53.01,3321.2169,2810.0601,3054.9663,0,0,NA,NA,19417.40043,43655.71847,71458.922,93301.58979,0.0,0.0,NA,NA,97.49439239,114.1497697,124.92260290000002,130.95580759999999,0,0,0,1,0,0,0,0,0
1807,4185,Kama,Udmurtskaia ASSR,Privolzhskii,0,0,0,10.0,56.31,54.09,3170.8161,2925.7281,3045.8079,0,0,NA,NA,20580.27412,46780.07648,77039.85501,102784.476,0.0,0.0,NA,NA,98.64637858,115.6315828,126.60926299999998,133.1805923,0,0,0,1,0,0,0,0,0
1808,4187,Karakulino,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,56.01,53.71,3137.1201,2884.7641,3008.2971,0,0,NA,NA,20221.3399,44843.33152,73982.89816,98680.08405,0.0,0.0,NA,NA,98.29718645,114.72402520000001,125.69973329999999,132.2416838,0,0,0,1,0,0,0,0,0
1809,4190,Kez,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,57.89,53.73,3351.2521,2886.9129,3110.4297,0,0,NA,NA,18858.27918,42793.07658,70542.06224,91533.39455,0.0,0.0,NA,NA,96.91826203,113.7237029,124.634102,130.5182669,0,0,0,1,0,0,0,0,0
1810,4192,Kizner,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,56.31,51.51,3170.8161,2653.2801,2900.5281,0,0,NA,NA,21315.770080000002,47294.6367,76684.88077,101518.5594,0.0,0.0,NA,NA,99.34512482,115.86697209999998,126.505353,132.8947128,0,0,0,1,0,0,0,0,0
1811,4194,Kiiasovo,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,56.34,53.13,3174.1956,2822.7969,2993.3442,0,0,NA,NA,21210.84906,47289.635089999996,77238.47517,102549.3425,0.0,0.0,NA,NA,99.24678526,115.8646953,126.66721399999999,133.1277367,0,0,0,1,0,0,0,0,0
1812,4198,Krasnogorskoe,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,57.7,52.51,3329.29,2757.3001,3029.827,0,0,NA,NA,19429.07013,43469.214210000006,70904.11591000001,92491.67953,0.0,0.0,NA,NA,97.50625748,114.05830420000001,124.7484321,130.7563427,0,0,0,1,0,0,0,0,0
1813,4202,Malaia Purga,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,56.55,53.01,3197.9025,2810.0601,2997.7155,0,0,NA,NA,23517.04783,52690.46255,84750.15282999999,110947.2282,0.0,0.0,NA,NA,101.3139053,118.2045098,128.7649126,134.9502733,0,0,0,1,0,0,0,0,0
1814,4205,Pychas,Udmurtskaia ASSR,Privolzhskii,0,0,0,10.0,56.5,52.44,3192.25,2749.9536,2962.86,0,0,NA,NA,21139.60635,47687.22575,77241.64697999999,102311.5772,0.0,0.0,NA,NA,99.17976168,116.04500759999999,126.6681384,133.0741767,0,0,0,1,0,0,0,0,0
1815,4208,Selty,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,57.31,52.13,3284.4361,2717.5369,2987.5703,0,0,NA,NA,20056.777009999998,44663.81662,72344.29819,94937.83451,0.0,0.0,NA,NA,98.13522312,114.63811409999998,125.19801580000001,131.35400719999998,0,0,0,1,0,0,0,0,0
1816,4211,Kil'mez',Udmurtskaia ASSR,Privolzhskii,0,0,0,10.0,57.01,51.33,3250.1401,2634.7689,2926.3233,0,0,NA,NA,20658.31999,45527.647469999996,73191.98442000001,96247.68296,0.0,0.0,NA,NA,98.72158066,115.0486861,125.4588434,131.66828519999999,0,0,0,1,0,0,0,0,0
1817,4212,Siumsi,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,57.11,51.62,3261.5521,2664.6244,2948.0182,0,0,NA,NA,20415.39686,45165.08197,72790.68307999999,95662.54302000001,0.0,0.0,NA,NA,98.48666208,114.8772291,125.33571040000001,131.5283754,0,0,0,1,0,0,0,0,0
1818,4215,Uva,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,56.98,52.17,3246.7204,2721.7089,2972.6466,0,0,NA,NA,20573.1185,45869.67411,74298.63299,97964.44962,0.0,0.0,NA,NA,98.63947086,115.2092992,125.7952426,132.0743368,0,0,0,1,0,0,0,0,0
1819,4217,Sharkan,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,57.3,53.88,3283.29,2903.0544,3087.324,0,0,NA,NA,20143.59373,45530.06817,74965.01942000001,98291.55202999999,0.0,0.0,NA,NA,98.22081668,115.0498267,125.9956159,132.1509659,0,0,0,1,0,0,0,0,0
1820,4220,Iukamenskoe,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,57.89,52.25,3351.2521,2730.0625,3024.7525,0,0,NA,NA,19309.14547,43133.777669999996,70382.34728999999,91546.47673,0.0,0.0,NA,NA,97.38401832,113.8929004,124.5834969,130.5215323,0,0,0,1,0,0,0,0,0
1821,4224,Iakshur-Bod'ia,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,57.18,53.16,3269.5524,2825.9856,3039.6888,0,0,NA,NA,20821.87083,47117.982110000004,77030.59038,101820.2191,0.0,0.0,NA,NA,98.87834694,115.7864232,126.60655659999999,132.96313030000002,0,0,0,1,0,0,0,0,0
1822,4227,Iar,Udmurtskaia ASSR,Privolzhskii,0,0,1,10.0,58.23,52.11,3390.7329,2715.4521,3034.3653,0,0,NA,NA,19037.16725,42572.56495,69386.81103,89902.75907999999,0.0,0.0,NA,NA,97.10424303,113.6135415,124.26568799999998,130.10787520000002,0,0,0,1,0,0,0,0,0
1823,4228,Pudem,Udmurtskaia ASSR,Privolzhskii,0,0,0,10.0,58.3,52.15,3398.89,2719.6225,3040.345,0,0,NA,NA,18952.21075,42419.59469,69106.28902000001,89481.97955,0.0,0.0,NA,NA,97.01611466,113.53681759999999,124.17538629999999,130.00087309999998,0,0,0,1,0,0,0,0,0
1825,4236,Shadrinsk,Kurganskaia oblast',Uralskii,0,1,0,28.0,56.08,63.63,3144.9664,4048.7769,3568.3704,19203,31149,52345,72600,14302.15443,34381.86283,60175.56449,77032.81341,97.27525378,107.0508366,118.0615176,125.2769855,91.54979035,109.10396750000001,121.11050139999999,126.607206,1,0,0,0,0,0,0,0,0
1826,4238,Al'menevo,Kurganskaia oblast',Uralskii,0,0,1,28.0,54.95,63.59,3019.5025,4043.6881,3494.2705,0,0,NA,NA,13971.770330000001,33424.71775,58648.11204,75032.28089,0.0,0.0,NA,NA,91.10309570000001,108.5149507,120.54526259999999,126.01575030000001,1,0,0,0,0,0,0,0,0
1827,4241,Belozerskoe,Kurganskaia oblast',Uralskii,0,0,1,69.0,55.82,65.58,3115.8724,4300.7364,3660.6756,0,0,NA,NA,13245.897009999999,30753.33135,53816.16857,70495.1728,0.0,0.0,NA,NA,90.08749258,106.7864635,118.66462179999999,124.6192561,1,0,0,0,0,0,0,0,0
1828,4244,Vargashi,Kurganskaia oblast',Uralskii,0,0,1,69.0,55.35,65.86,3063.6225,4337.5396,3645.3509999999997,0,0,NA,NA,12991.21375,30148.59615,53062.684839999994,69756.90834,0.0,0.0,NA,NA,89.71932471,106.376402,118.35762859999998,124.38431750000001,1,0,0,0,0,0,0,0,0
