,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1926,pop1939,pop1959,pop1970,pop1979,mp1926,mp1939,mp1959,mp1970,mp1979,spop1926,spop1939,spop1959,spop1970,spop1979,smp1926,smp1939,smp1959,smp1970,smp1979,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
2090,4903,Dolgoderevenskoe,Cheliabinskaia oblast',Uralskii,0,0,1,28.0,55.35,61.34,3063.6225,3762.5956,3395.1690000000003,0,0,0,NA,NA,19054.5706,51695.59266,100934.0604,126350.5021,146372.4461,0.0,0.0,0.0,NA,NA,97.12225251,117.7903832,132.7616163,137.98766469999998,141.4650868,1,0,0,0,0,0,0,0,0
2091,4907,Uvel'skii,Cheliabinskaia oblast',Uralskii,0,0,1,28.0,54.44,61.36,2963.7136,3765.0496,3340.4384,0,0,0,NA,NA,16085.02863,39160.165239999995,73074.04366,92705.4241,107119.1045,0.0,0.0,0.0,NA,NA,93.81170395,111.8394091,125.42271909999998,130.8091381,134.1356966,1,0,0,0,0,0,0,0,0
2092,4909,Uiskoe,Cheliabinskaia oblast',Uralskii,0,0,1,28.0,54.37,59.99,2956.0969,3598.8001,3261.6563,0,0,0,NA,NA,16651.53865,38790.3878,68087.20792,86823.05147,101230.7898,0.0,0.0,0.0,NA,NA,94.48341369,111.6388294,123.84450559999999,129.3139105,132.8292724,1,0,0,0,0,0,0,0,0
2093,4912,Timiriazevskii,Cheliabinskaia oblast',Uralskii,0,0,0,28.0,54.92,60.77,3016.2064,3692.9929,3337.4884,0,0,0,NA,NA,17762.31978,44320.37212,82869.88022,104016.6249,120431.5753,0.0,0.0,0.0,NA,NA,95.74298866,114.4728746,128.2562354,133.4557744,136.8627879,1,0,0,0,0,0,0,0,0
2094,4914,Chesma,Cheliabinskaia oblast',Uralskii,0,0,1,28.0,53.81,60.66,2895.5161,3679.6356,3264.1146,0,0,0,NA,NA,15218.553119999999,35210.73943,61102.348060000004,78164.47466,91250.43202000001,0.0,0.0,0.0,NA,NA,92.74211111,109.60218909999999,121.44713490000002,126.93561159999999,130.44753290000003,1,0,0,0,0,0,0,0,0
2095,4919,Barnaul,Altaiskii krai,Sibirskii,1,1,0,70.0,53.36,83.36,2847.2896,6948.8896,4448.0896,73858,148162,305046,439000,533600,8530.493681999998,22311.090330000003,39887.27888,50821.125869999996,58841.5686,125.6618493,141.7543016,159.47188640000002,168.798682,173.9075655,81.92788748,100.256948,112.22886809999999,117.42035690000002,120.61758700000001,0,0,0,0,0,1,0,1,0
2096,4929,Aleisk,Altaiskii krai,Sibirskii,0,1,0,70.0,52.47,82.75,2753.1009,6847.5625,4341.8925,3401,20339,28982,32500,31300,8699.159545999999,21198.940130000003,37891.38197,48875.37205,57134.87349,66.12657433,98.41226289,105.5639165,107.9312248,107.1509308,82.28270893,99.23559571,111.14386299999998,116.57583329999999,119.97193200000001,0,0,0,0,0,1,0,1,0
2097,4931,Biisk,Altaiskii krai,Sibirskii,0,1,0,70.0,52.54,85.21,2760.4516,7260.7441,4476.9334,45561,80339,146416,186000,211500,8054.846509,20864.5459,37659.87424,48105.071110000004,55917.98787999999,115.0643963,127.5546723,141.4721641,147.2218696,150.3561603,80.89256197,98.91906949999999,111.0146811,116.23304180000001,119.50078359999999,0,0,0,0,0,1,0,1,0
2100,4939,Kamen'-na-Obi,Altaiskii krai,Sibirskii,0,1,0,70.0,53.78,81.34,2892.2884,6616.1956,4374.4652,22982,24987,30135,35600,40000,9046.271495,22554.82389,40215.0248,51811.43808,60549.63462999999,100.851135,102.5381233,106.36709760000001,109.8325152,112.28866770000002,82.99406709,100.47464670000001,112.40231829999999,117.83897569999999,121.2469376,0,0,0,0,0,1,0,1,0
2101,4941,Novoaltaisk,Altaiskii krai,Sibirskii,0,1,0,70.0,53.4,83.93,2851.56,7044.2449,4481.862,0,9299,33953,49500,50000,10458.43864,26287.14495,47876.6394,61983.078279999994,72553.29712999999,0.0,83.49686949999999,108.84190729999999,116.8502183,117.0676021,85.65806912,103.567977,116.13042990000001,121.7627656,125.26258090000002,0,0,0,0,0,1,0,1,0
2102,4944,Rubtsovsk,Altaiskii krai,Sibirskii,0,1,0,70.0,51.52,81.19,2654.3104,6591.8161,4182.9088,15904,37709,111357,145000,157000,7831.139634,18729.00065,32613.40438,41923.00336,49108.86817,93.59258218,111.04215330000001,135.0359397,141.2410793,143.13732190000002,80.38670517,96.78286839,108.0036127,113.28600729999998,116.6787733,0,0,0,0,0,1,0,1,0
2103,4946,Slavgorod,Altaiskii krai,Sibirskii,0,1,0,70.0,52.99,78.65,2807.9401,6185.8225,4167.6635,17784,21405,38413,32900,32100,8492.092347,20202.1548,34943.0423,45081.66229,52942.511860000006,95.76686181,99.42841549,111.43232859999999,108.18554259999999,107.67406229999999,81.84623129,98.27836557,109.44245190000001,114.83760349999999,118.30830060000001,0,0,0,0,0,1,0,1,0
2104,4951,Altaiskii,Altaiskii krai,Sibirskii,0,0,1,70.0,51.97,85.34,2700.8809,7282.9156,4435.1198,0,0,0,NA,NA,8640.284247,20908.78615,37053.840260000004,47640.61737,55478.65784,0.0,0.0,0.0,NA,NA,82.15955414,98.96120662,110.67307790000001,116.0239408,119.3283945,0,0,0,0,0,1,0,1,0
2105,4953,Baevo,Altaiskii krai,Sibirskii,0,0,1,70.0,53.27,80.79,2837.6929,6527.0241,4303.6833,0,0,0,NA,NA,9047.866464,21666.747769999998,38062.27451,48945.20114,57234.2422,0.0,0.0,0.0,NA,NA,82.99727928,99.6709512,111.2387639,116.60666509999999,120.0100014,0,0,0,0,0,1,0,1,0
2106,4957,Blagoveshchenka,Altaiskii krai,Sibirskii,0,0,1,70.0,52.83,79.89,2791.0089,6382.4121,4220.5887,0,0,0,NA,NA,8689.877106,20594.24238,35941.34312,46156.56469,54024.351570000006,0.0,0.0,0.0,NA,NA,82.26334135,98.65985669,110.03262140000001,115.34318540000001,118.74875379999999,0,0,0,0,0,1,0,1,0
2107,4960,Burla,Altaiskii krai,Sibirskii,0,0,1,70.0,53.33,78.34,2844.0889,6137.1556,4177.8722,0,0,0,NA,NA,9035.517781999999,21006.41491,36333.48027,46471.37481,54440.584189999994,0.0,0.0,0.0,NA,NA,82.97239642,99.0539112,110.2603935,115.48923549999999,118.9160848,0,0,0,0,0,1,0,1,0
2108,4963,Bystryi Istok,Altaiskii krai,Sibirskii,0,0,1,70.0,52.37,84.39,2742.6169,7121.6721,4419.5043,0,0,0,NA,NA,8892.584379,21953.49514,39371.88807,50528.200639999995,58805.84232,0.0,0.0,0.0,NA,NA,82.68215784,99.93364376,111.953484,117.29511409999998,120.6042469,0,0,0,0,0,1,0,1,0
2109,4966,Volchikha,Altaiskii krai,Sibirskii,0,0,1,70.0,52.02,80.36,2706.0804,6457.7296,4180.3272,0,0,0,NA,NA,8315.390429000001,19791.81836,34819.89501,44809.71851,52384.57159,0.0,0.0,0.0,NA,NA,81.46620913,97.87192223,109.3685969,114.70796259999999,118.0779403,0,0,0,0,0,1,0,1,0
2110,4968,Novoegor'evskoe,Altaiskii krai,Sibirskii,0,0,1,70.0,51.75,80.89,2678.0625,6543.1921,4186.0575,0,0,0,NA,NA,8443.619408,20166.88784,36395.16708,46862.68338,54531.81918,0.0,0.0,0.0,NA,NA,81.74268871,98.24372617,110.29602150000001,115.6695297,118.9526071,0,0,0,0,0,1,0,1,0
2111,4971,El'tsovka,Altaiskii krai,Sibirskii,0,0,1,70.0,51.95,83.19,2698.8025,6920.5761,4321.7205,0,0,0,NA,NA,8271.664584,20291.14434,36002.371119999996,46265.09699,53954.632529999995,0.0,0.0,0.0,NA,NA,81.37106285,98.36553048,110.06821670000001,115.39363859999999,118.72061140000001,0,0,0,0,0,1,0,1,0
2112,4974,Zav'ialovo,Altaiskii krai,Sibirskii,0,0,1,70.0,52.83,80.92,2791.0089,6548.0464,4275.0036,0,0,0,NA,NA,8744.998068,21019.01402,36983.86901,47578.857,55629.91994,0.0,0.0,0.0,NA,NA,82.3780811,99.06584659,110.63331219999999,115.9959966,119.3878879,0,0,0,0,0,1,0,1,0
2113,4977,Zalesovo,Altaiskii krai,Sibirskii,0,0,1,70.0,53.99,84.75,2914.9201,7182.5625,4575.6525,0,0,0,NA,NA,9398.28067,25841.38397,47596.14383,60128.396889999996,69654.68574,0.0,0.0,0.0,NA,NA,83.69106436,103.22016479999999,116.0038216,121.09324299999999,124.3516088,0,0,0,0,0,1,0,1,0
2114,4983,Sokolovo,Altaiskii krai,Sibirskii,0,0,0,70.0,53.99,81.32,2914.9201,6612.9424,4390.4668,0,0,0,NA,NA,10117.0549,23951.80621,42163.35556,54174.39257,63221.01711,0.0,0.0,0.0,NA,NA,85.04487606,101.6830026,113.4077347,118.8092068,122.1995841,0,0,0,0,0,1,0,1,0
2115,4984,Zonal'noe,Altaiskii krai,Sibirskii,0,0,1,70.0,52.67,84.94,2774.1289,7214.8036,4473.7898,0,0,0,NA,NA,10148.20733,24738.45979,44816.637160000006,57230.81404,66332.1757,0.0,0.0,0.0,NA,NA,85.10159088,102.3357703,114.71126969999999,120.00868899999999,123.26396000000001,0,0,0,0,0,1,0,1,0
2116,4986,Kalmanka,Altaiskii krai,Sibirskii,0,0,1,70.0,52.9,83.55,2798.41,6980.6025,4419.795,0,0,0,NA,NA,9690.96457,24085.150419999998,43696.23307,56583.347239999996,66054.91288999999,0.0,0.0,0.0,NA,NA,84.25310920000001,101.79499890000001,114.16959209999999,119.7595357,123.1709686,0,0,0,0,0,1,0,1,0
2117,4990,Kliuchi,Altaiskii krai,Sibirskii,0,0,1,70.0,52.59,85.66,2765.7081,7337.6356,4504.8594,0,0,0,NA,NA,9455.189685,23542.95186,42715.697830000005,54358.90803,62929.44692,0.0,0.0,0.0,NA,NA,83.80155714,101.33606850000001,113.6851054,118.88334170000002,122.0974057,0,0,0,0,0,1,0,1,0
2118,4993,Kosikha,Altaiskii krai,Sibirskii,0,0,1,70.0,53.37,84.57,2848.3569,7152.0849,4513.5009,0,0,0,NA,NA,9394.883765,24678.719080000003,45424.05614,58034.86715,67372.16072999999,0.0,0.0,0.0,NA,NA,83.6844502,102.2868584,114.99982460000001,120.3145574,123.6096386,0,0,0,0,0,1,0,1,0
2119,4996,Krasnogorskoe,Altaiskii krai,Sibirskii,0,0,1,70.0,52.29,86.19,2734.2441,7428.7161,4506.8751,0,0,0,NA,NA,8564.857231,21330.276019999998,38248.01156,48739.55655,56561.91885,0.0,0.0,0.0,NA,NA,82.00068103,99.35868656,111.341472,116.51575159999999,119.7512456,0,0,0,0,0,1,0,1,0
2120,4999,Krasnoshchekovo,Altaiskii krai,Sibirskii,0,0,1,70.0,51.67,82.74,2669.7889,6845.9076,4275.1758,0,0,0,NA,NA,8066.333397,19605.32017,34800.01305,44710.40257,52163.34383,0.0,0.0,0.0,NA,NA,80.91819821,97.68468406,109.3566509,114.6604389,117.98598329999999,0,0,0,0,0,1,0,1,0
2121,5002,Krutikha,Altaiskii krai,Sibirskii,0,0,1,70.0,53.96,81.22,2911.6816,6596.6884,4382.6312,0,0,0,NA,NA,10155.184879999999,23860.87661,41881.746530000004,53791.050279999996,62781.13672,0.0,0.0,0.0,NA,NA,85.11427264,101.606308,113.265049,118.65445079999999,122.0452663,0,0,0,0,0,1,0,1,0
2122,5005,Kulunda,Altaiskii krai,Sibirskii,0,0,1,70.0,52.57,78.93,2763.6049,6229.9449,4149.3501,0,0,0,NA,NA,8686.081656,20241.80604,35068.5626,44926.04561,52610.80101,0.0,0.0,0.0,NA,NA,82.25541693,98.31724636,109.5174882,114.76350500000001,118.1716124,0,0,0,0,0,1,0,1,0
2123,5008,Kur'ia,Altaiskii krai,Sibirskii,0,0,1,70.0,51.6,82.29,2662.56,6771.6441,4246.164000000001,0,0,0,NA,NA,8075.893841,19527.40051,34838.56156,44745.66089,52171.13194,0.0,0.0,0.0,NA,NA,80.93951032,97.6059807,109.37980690000002,114.6773213,117.98922659999998,0,0,0,0,0,1,0,1,0
2124,5011,Kytmanovo,Altaiskii krai,Sibirskii,0,0,1,70.0,53.46,85.44,2857.9716,7299.9936,4567.6224,0,0,0,NA,NA,8931.731656,24831.353919999998,46296.45586,58148.10175,67022.11309,0.0,0.0,0.0,NA,NA,82.76206031,102.41161509999999,115.40819640000001,120.3573229,123.4938324,0,0,0,0,0,1,0,1,0
2125,5014,Gorniak,Altaiskii krai,Sibirskii,0,1,1,70.0,50.99,81.46,2599.9801,6635.7316,4153.6454,0,0,13900,16600,16000,7812.509824,18625.25437,32935.73655,42364.335269999996,49483.04525,0.0,0.0,91.00480992,94.42315909999999,93.70905998,80.34400153,96.67360613,108.20812749999999,113.50903999999998,116.8428121,0,0,0,0,0,1,0,1,0
2126,5016,Mamontovo,Altaiskii krai,Sibirskii,0,0,1,70.0,52.15,81.56,2719.6225,6652.0336,4253.354,0,0,0,NA,NA,8432.660131,20378.27412,36187.869660000004,46556.59523,54321.560020000004,0.0,0.0,0.0,NA,NA,81.71920544,98.45054137,110.17607659999999,115.52861750000001,118.8683544,0,0,0,0,0,1,0,1,0
2127,5019,Mikhailovskii,Altaiskii krai,Sibirskii,0,0,1,70.0,51.83,79.72,2686.3489,6355.2784,4131.8876,0,0,0,NA,NA,8191.582934999999,19363.106669999997,33757.37268,43453.2097,50882.22417,0.0,0.0,0.0,NA,NA,81.19564182,97.43910514,108.7213723,114.05043870000002,117.4463975,0,0,0,0,0,1,0,1,0
2128,5020,Malinovoe Ozero,Altaiskii krai,Sibirskii,0,0,0,70.0,51.67,79.77,2669.7889,6363.2529,4121.7159,0,0,0,NA,NA,8121.3375129999995,19195.99256,33485.815460000005,43116.40883,50483.22664,0.0,0.0,0.0,NA,NA,81.04050755,97.26805443,108.5530023,113.8843041,117.2758267,0,0,0,0,0,1,0,1,0
2129,5022,Novichikha,Altaiskii krai,Sibirskii,0,0,1,70.0,52.2,81.4,2724.84,6625.96,4249.08,0,0,0,NA,NA,8449.070682,20382.50506,36147.00791,46508.56909,54284.06015,0.0,0.0,0.0,NA,NA,81.75435947,98.45466109,110.15236019999999,115.50643170000001,118.85329679999998,0,0,0,0,0,1,0,1,0
2130,5025,Pavlovsk,Altaiskii krai,Sibirskii,0,0,1,70.0,53.31,82.99,2841.9561,6887.3401,4424.1969,0,0,0,NA,NA,11454.32364,27791.941860000003,51037.88365,67042.54506,78744.71849,0.0,0.0,0.0,NA,NA,87.35000668,104.7040848,117.5126126,123.500607,127.10232040000001,0,0,0,0,0,1,0,1,0
2131,5026,Cheremnoe,Altaiskii krai,Sibirskii,0,0,0,70.0,53.17,83.21,2827.0489,6923.9041,4424.2757,0,0,0,NA,NA,11583.34465,28042.58793,51699.599310000005,68021.84802,79916.05757,0.0,0.0,0.0,NA,NA,87.55950382,104.887905,117.7920655,123.82313070000001,127.435472,0,0,0,0,0,1,0,1,0
2132,5028,Pankrushikha,Altaiskii krai,Sibirskii,0,0,1,70.0,53.76,80.27,2890.1376,6443.2729,4315.3152,0,0,0,NA,NA,9148.59993,21909.04755,38396.597160000005,49337.183469999996,57722.50724,0.0,0.0,0.0,NA,NA,83.19913771,99.89312778,111.42331170000001,116.77900079999999,120.19619329999999,0,0,0,0,0,1,0,1,0
2133,5031,Borovikha,Altaiskii krai,Sibirskii,0,0,0,70.0,53.5,83.84,2862.25,7029.1456,4485.44,0,0,0,NA,NA,10671.37256,27607.72013,51556.44264,67278.15376,78159.04382,0.0,0.0,0.0,NA,NA,86.03156061,104.56802309999999,117.73188459999999,123.5785922,126.934046,0,0,0,0,0,1,0,1,0
2134,5033,Petropavlovskoe,Altaiskii krai,Sibirskii,0,0,1,70.0,52.07,84.11,2711.2849,7074.4921,4379.6077,0,0,0,NA,NA,8428.047093000001,20736.25951,36932.73511,47454.89012,55313.53901,0.0,0.0,0.0,NA,NA,81.70931262,98.79642572,110.60420900000001,115.93980690000001,119.26328259999998,0,0,0,0,0,1,0,1,0
2135,5036,Pospelikha,Altaiskii krai,Sibirskii,0,0,1,70.0,51.97,81.83,2700.8809,6696.1489,4252.7051,0,0,0,NA,NA,8348.539513,20202.90857,35991.04425,46288.49065,53970.9429,0.0,0.0,0.0,NA,NA,81.53804463,98.27910533,110.06161429999999,115.40449950000001,118.7271981,0,0,0,0,0,1,0,1,0
2136,5038,Rebrikha,Altaiskii krai,Sibirskii,0,0,1,70.0,53.0,82.29,2809.0,6771.6441,4361.37,0,0,0,NA,NA,9278.760987,22770.15824,40645.83249,52468.68787,61284.691360000004,0.0,0.0,0.0,NA,NA,83.45705517,100.6652248,112.6283737,118.1128121,121.51282009999998,0,0,0,0,0,1,0,1,0
2137,5041,Rodino,Altaiskii krai,Sibirskii,0,0,1,70.0,52.49,80.22,2755.2001,6435.2484,4210.7478,0,0,0,NA,NA,8510.3257,20255.1251,35457.96903,45593.36745,53346.917369999996,0.0,0.0,0.0,NA,NA,81.88504336,98.33029126,109.7487404,115.0796325,118.47389620000001,0,0,0,0,0,1,0,1,0
2138,5044,Romanovo,Altaiskii krai,Sibirskii,0,0,1,70.0,53.25,84.36,2835.5625,7116.6096,4492.17,0,0,0,NA,NA,9545.032175,24701.332169999998,45415.13269,58344.47296,67772.69742000001,0.0,0.0,0.0,NA,NA,83.97479254,102.3053851,114.99561090000002,120.4313078,123.74147820000002,0,0,0,0,0,1,0,1,0
2140,5050,Smolenskoe,Altaiskii krai,Sibirskii,0,0,1,70.0,52.3,85.09,2735.29,7240.3081,4450.207,0,0,0,NA,NA,9607.637334000001,23163.33418,41562.614310000004,53243.25775,61820.80614,0.0,0.0,0.0,NA,NA,84.09465183,101.0090504,113.10229650000001,118.43155870000001,121.7049193,0,0,0,0,0,1,0,1,0
2141,5053,Sovetskoe,Altaiskii krai,Sibirskii,0,0,1,70.0,52.27,85.42,2732.1529,7296.5764,4464.9034,0,0,0,NA,NA,9362.844839,22667.63449,40593.06365,51919.524880000004,60277.123470000006,0.0,0.0,0.0,NA,NA,83.62196180000001,100.5746912,112.60080159999998,117.8842249,121.1476195,0,0,0,0,0,1,0,1,0
2142,5056,Soloneshnoe,Altaiskii krai,Sibirskii,0,0,1,70.0,51.66,84.33,2668.7556,7111.5489,4356.4878,0,0,0,NA,NA,8017.475837999999,19596.07355,34682.24532,44580.54754,52024.05015,0.0,0.0,0.0,NA,NA,80.80893333,97.67535916,109.2857642,114.5981574,117.92790179999999,0,0,0,0,0,1,0,1,0
2143,5059,Solton,Altaiskii krai,Sibirskii,0,0,1,70.0,52.83,86.48,2791.0089,7478.7904,4568.7384,0,0,0,NA,NA,8302.140921,22532.09284,41731.580519999996,52699.72122,60738.18774,0.0,0.0,0.0,NA,NA,81.43742562,100.4544335,113.1886071,118.2083304,121.31541909999999,0,0,0,0,0,1,0,1,0
2144,5062,Tabuny,Altaiskii krai,Sibirskii,0,0,1,70.0,52.78,78.79,2785.7284,6207.8641,4158.5362,0,0,0,NA,NA,9119.139029,20859.83369,36148.73273,45983.01535,53732.3386,0.0,0.0,0.0,NA,NA,83.14030699,98.91457657,110.1533618,115.2622838,118.63066040000001,0,0,0,0,0,1,0,1,0
2145,5065,Tal'menka,Altaiskii krai,Sibirskii,0,0,1,70.0,53.81,83.56,2895.5161,6982.2736,4496.3636,0,13216,0,NA,NA,10342.024609999999,26303.208740000002,48467.106530000005,62585.867170000005,72932.50532000001,0.0,90.04460342,0.0,NA,NA,85.45099861,103.5804115,116.39476670000002,121.9764469,125.37929679999999,0,0,0,0,0,1,0,1,0
2146,5067,Togul,Altaiskii krai,Sibirskii,0,0,1,70.0,53.46,85.91,2857.9716,7380.5281,4592.7486,0,0,0,NA,NA,8748.311628,25455.06717,48180.8719,60006.69947000001,68662.74773999999,0.0,0.0,0.0,NA,NA,82.38495808,102.91433149999999,116.2669939,121.0486577,124.03192450000002,0,0,0,0,0,1,0,1,0
2147,5070,Topchikha,Altaiskii krai,Sibirskii,0,0,1,70.0,52.82,82.12,2789.9524,6743.6944,4337.5784,0,0,0,NA,NA,9004.576138,22065.56763,39221.10288,50538.751580000004,58998.639879999995,0.0,0.0,0.0,NA,NA,82.90991512,100.0354761,111.872299,117.29963670000001,120.6761497,0,0,0,0,0,1,0,1,0
2148,5072,Staroaleiskoe,Altaiskii krai,Sibirskii,0,0,1,70.0,51.0,82.01,2601.0,6725.6401,4182.51,0,0,0,NA,NA,7728.427461,18499.52121,33410.47062,42725.55355,49756.87354,0.0,0.0,0.0,NA,NA,80.15013339,96.54045281,108.50606850000001,113.690025,116.9621462,0,0,0,0,0,1,0,1,0
2149,5075,Troitskoe,Altaiskii krai,Sibirskii,0,0,1,70.0,52.99,84.69,2807.9401,7172.3961,4487.7231,0,0,0,NA,NA,9290.243534000001,23761.58206,43342.12985,55395.466929999995,64301.48896,0.0,0.0,0.0,NA,NA,83.4796532,101.5222566,113.9957754,119.29561159999999,122.57452659999998,0,0,0,0,0,1,0,1,0
2150,5078,Tiumentsevo,Altaiskii krai,Sibirskii,0,0,1,70.0,53.32,81.51,2843.0224,6643.8801,4346.1132,0,0,0,NA,NA,9331.337547,22491.74378,39761.11316,51191.160639999995,59811.40352000001,0.0,0.0,0.0,NA,NA,83.56032429,100.4185085,112.16175430000001,117.57763529999998,120.97693670000001,0,0,0,0,0,1,0,1,0
2151,5081,Uglovskoe,Altaiskii krai,Sibirskii,0,0,1,70.0,51.35,80.19,2636.8225,6430.4361,4117.7565,0,0,0,NA,NA,8009.8146019999995,18967.50565,33321.66563,42917.2939,50185.98518,0.0,0.0,0.0,NA,NA,80.79174612,97.03200677,108.45062709999999,113.7855321,117.14795929999998,0,0,0,0,0,1,0,1,0
2152,5084,Ust'-Kalmanka,Altaiskii krai,Sibirskii,0,0,1,70.0,52.12,83.31,2716.4944,6940.5561,4342.1172,0,0,0,NA,NA,8436.002181,20795.64781,36953.895860000004,47489.14449,55355.23154,0.0,0.0,0.0,NA,NA,81.72636958,98.85328644,110.61625719999999,115.9553465,119.27973999999999,0,0,0,0,0,1,0,1,0
2153,5087,Ust'-Charyshskaia Pristan',Altaiskii krai,Sibirskii,0,0,1,70.0,52.39,83.67,2744.7121,7000.6689,4383.4713,0,0,0,NA,NA,8742.124718000001,21667.2052,38736.49567,49806.69445,58038.866539999995,0.0,0.0,0.0,NA,NA,82.37211586,99.67137274,111.6094521,116.98379409999998,120.31606909999999,0,0,0,0,0,1,0,1,0
2154,5090,Khabary,Altaiskii krai,Sibirskii,0,0,1,70.0,53.62,79.54,2875.1044,6326.6116,4264.9348,0,0,0,NA,NA,8967.769934,21321.587730000003,37171.42976,47716.95467,55880.163160000004,0.0,0.0,0.0,NA,NA,82.83534199,99.35056479,110.73975300000001,116.05843519999999,119.48598999999999,0,0,0,0,0,1,0,1,0
2155,5093,Tselinnoe,Altaiskii krai,Sibirskii,0,0,1,70.0,53.08,85.67,2817.4864,7339.3489,4547.3636,0,0,0,NA,NA,8849.60792,23788.29406,43990.64398,55548.58614,64077.754239999995,0.0,0.0,0.0,NA,NA,82.59407844,101.544899,114.31313859999999,119.3559165,122.4973597,0,0,0,0,0,1,0,1,0
2156,5096,Charyshskoe,Altaiskii krai,Sibirskii,0,0,1,70.0,51.4,83.56,2641.96,6982.2736,4294.984,0,0,0,NA,NA,7815.281243,18994.976440000002,33534.01976,43098.10309,50335.78976,0.0,0.0,0.0,NA,NA,80.35035995,97.06052129,108.5829797,113.8752407,117.2124879,0,0,0,0,0,1,0,1,0
2157,5099,Shelabolikha,Altaiskii krai,Sibirskii,0,0,1,70.0,53.41,82.61,2852.6281,6824.4121,4412.2001,0,0,0,NA,NA,10105.84506,24897.24675,44947.88523,58329.54849,68228.57594,0.0,0.0,0.0,NA,NA,85.02442981,102.46525940000001,114.7739182,120.42569280000001,123.89067390000001,0,0,0,0,0,1,0,1,0
2158,5102,Shipunovo,Altaiskii krai,Sibirskii,0,0,1,70.0,52.22,82.27,2726.9284,6768.3529,4296.1394,0,0,0,NA,NA,8508.810699,20862.78606,36983.890830000004,47535.45775,55403.5834,0.0,0.0,0.0,NA,NA,81.8818213,98.91739166,110.63332460000001,115.97634040000001,119.29881200000001,0,0,0,0,0,1,0,1,0
2159,5104,Gorno-Altaisk,Gorno-Altaiskaia avtonomnaia oblast',Sibirskii,0,1,0,70.0,51.95,85.97,2698.8025,7390.8409,4466.1415,24045,27534,27500,34400,40300,7764.113652,19732.11523,35527.004460000004,45462.91401,52899.9427,101.7613353,104.5133456,104.4880836,109.1149851,112.4470799,80.23264255,97.81215543,109.78949779999999,115.01816470000001,118.2908027,0,0,0,0,0,1,0,0,0
2160,5106,Kosh-Agach,Gorno-Altaiskaia avtonomnaia oblast',Sibirskii,0,0,1,70.0,49.99,88.69,2499.0001,7865.9161,4433.6131,0,0,0,NA,NA,6324.820841,15385.158319999999,26677.07797,34393.48353,40401.987369999995,0.0,0.0,0.0,NA,NA,76.60165229,92.95193873,103.86789470000001,109.11102720000001,112.5006902,0,0,0,0,0,1,0,0,0
2161,5109,Maima,Gorno-Altaiskaia avtonomnaia oblast',Sibirskii,0,0,1,70.0,52.02,85.93,2706.0804,7383.9649,4470.0786,0,0,0,NA,NA,10777.973259999999,23339.854059999998,39403.931580000004,50310.77231,58548.3232,0.0,0.0,0.0,NA,NA,86.21604987,101.16170749999999,111.9707004,117.2017238,120.50787150000001,0,0,0,0,0,1,0,0,0
2162,5112,Ongudai,Gorno-Altaiskaia avtonomnaia oblast',Sibirskii,0,0,1,70.0,50.74,86.13,2574.5476,7418.3769,4370.2362,0,0,0,NA,NA,7085.108454000001,17262.794830000003,30195.47705,38811.77832,45421.908989999996,0.0,0.0,0.0,NA,NA,78.60153121,95.18556290000001,106.40845559999998,111.6504794,114.9988107,0,0,0,0,0,1,0,0,0
2163,5115,Turochak,Gorno-Altaiskaia avtonomnaia oblast',Sibirskii,0,0,1,70.0,52.24,87.12,2729.0176,7589.8944,4551.1488,0,0,0,NA,NA,7728.415649,19931.02233,36113.616969999995,46014.07946,53407.12726,0.0,0.0,0.0,NA,NA,80.15010602,98.01064761,110.1329618,115.276785,118.49845330000001,0,0,0,0,0,1,0,0,0
2164,5118,Aktash,Gorno-Altaiskaia avtonomnaia oblast',Sibirskii,0,0,0,70.0,50.31,87.61,2531.0961,7675.5121,4407.6591,0,0,0,NA,NA,6607.401290999999,16114.54829,28060.89307,36122.41386,42362.62294,0.0,0.0,0.0,NA,NA,77.36866089,93.84722542,104.9012716,110.13807390000001,113.5081788,0,0,0,0,0,1,0,0,0
2165,5119,Ust'-Ulagan,Gorno-Altaiskaia avtonomnaia oblast',Sibirskii,0,0,1,70.0,50.63,87.96,2563.3969,7736.9616,4453.4148,0,0,0,NA,NA,6665.40904,16365.878319999998,28629.833789999997,36833.013999999996,43172.26328,0.0,0.0,0.0,NA,NA,77.52250616,94.14731353,105.31284309999998,110.54734690000001,113.91193670000001,0,0,0,0,0,1,0,0,0
2166,5122,Ust'-Kan,Gorno-Altaiskaia avtonomnaia oblast',Sibirskii,0,0,1,70.0,50.92,84.78,2592.8464,7187.6484,4316.9976,0,0,0,NA,NA,7391.427901999999,17932.358480000003,31418.22802,40393.69652,47242.64621,0.0,0.0,0.0,NA,NA,79.35382187,95.92952887,107.22899720000001,112.49633670000001,115.84329450000001,0,0,0,0,0,1,0,0,0
2167,5125,Ust'-Koksa,Gorno-Altaiskaia avtonomnaia oblast',Sibirskii,0,0,1,70.0,50.72,85.62,2572.5184,7330.7844,4342.6464,0,0,0,NA,NA,7157.199722,17388.43216,30394.765239999997,39077.29018,45731.60849,0.0,0.0,0.0,NA,NA,78.78114074,95.32711258,106.54421409999998,111.7946044,115.14459579999999,0,0,0,0,0,1,0,0,0
