,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1897,pop1926,mp1897,mp1926,spop1897,spop1926,smp1897,smp1926,URAL,YUZHNY,DALNEV,PRIVOL,SEVER_ZAPAD,SIBIRSKII,TSENTRALNY,HBR,LBR
1891,4412,Perm',Permskaia oblast',Privolzhskii,1,1,0,31.0,58.0,56.22,3364.0,3160.6884,3260.76,45205,84815,9549.072784,17555.75222,114.8961673,128.7822718,83.98254951,95.51420559,0,0,0,1,0,0,0,0,0
1900,4450,Kungur,Permskaia oblast',Privolzhskii,0,1,0,31.0,57.43,56.95,3298.2049,3243.3025,3270.6385,14295,20585,10077.58122,18430.837330000002,91.54021556,98.65093955,84.97278788,96.46737185,0,0,0,1,0,0,0,0,0
1961,4576,Sverdlovsk,Sverdlovskaia oblast',Uralskii,1,1,0,31.0,56.84,60.59,3230.7856,3671.1481,3443.9356,53639,145238,9551.615572,16585.65626,118.59279029999999,141.2800639,83.98742953,94.40635976,1,0,0,0,0,0,0,0,0
1968,4620,Irbit,Sverdlovskaia oblast',Uralskii,0,1,0,31.0,57.68,63.06,3326.9824,3976.5636,3637.3008,20062,11737,8111.197045999999,14713.28439,98.14038193,87.80629881,81.01801427,92.09292865,1,0,0,0,0,0,0,0,0
1977,4650,Kushva,Sverdlovskaia oblast',Uralskii,0,1,0,31.0,58.29,59.75,3397.7241,3570.0625,3482.8275,15028,21650,9715.815464,17242.61756,92.49958405,99.65551186,84.30013133,95.16274399999999,1,0,0,0,0,0,0,0,0
1978,4654,Nev'iansk,Sverdlovskaia oblast',Uralskii,0,1,0,31.0,57.49,60.2,3305.1001,3624.04,3460.8979999999997,16000,13272,10252.7111,18801.841930000002,93.70905998,90.12486821,85.29071893,96.85925807,1,0,0,0,0,0,0,0,0
1979,4655,Nizhnii Tagil,Sverdlovskaia oblast',Uralskii,0,1,0,31.0,57.91,60.05,3353.5681,3606.0025,3477.4955,31449,38849,9825.55855,17498.20098,107.2492725,111.6707378,84.50651072,95.45003455,1,0,0,0,0,0,0,0,0
1999,4705,Nizhniaia Salda,Sverdlovskaia oblast',Uralskii,0,1,0,31.0,58.08,60.74,3373.2864,3689.3476,3527.7792,13043,15166,10126.77133,17592.5561,89.79470621,92.67549695,85.06258209,95.5551439,1,0,0,0,0,0,0,0,0
2043,4786,Cheliabinsk,Cheliabinskaia oblast',Uralskii,1,1,0,28.0,55.16,61.4,3042.6256,3769.96,3386.824,19998,59226,8850.23271,16278.68943,98.07708492,120.7606686,82.59536165,94.04368111,1,0,0,0,0,0,0,0,0
2047,4806,Zlatoust,Cheliabinskaia oblast',Uralskii,0,1,0,28.0,55.19,59.56,3045.9361,3547.3936,3287.1164,20502,48261,10436.19988,18161.634169999998,98.57069851,116.3028317,85.61867149999999,96.17855599,1,0,0,0,0,0,0,0,0
2050,4813,Kasli,Cheliabinskaia oblast',Uralskii,0,1,0,28.0,55.89,60.76,3123.6921,3691.7776,3395.8764,14774,17932,10025.79407,18323.10351,92.17198422,95.92913728,84.87782966,96.35224676,1,0,0,0,0,0,0,0,0
2054,4831,Kyshtym,Cheliabinskaia oblast',Uralskii,0,1,0,28.0,55.71,60.55,3103.6041,3666.3025,3373.2405,12869,15988,10194.44501,18524.43184,89.54035586,93.69453458,85.18548375,96.56689798,1,0,0,0,0,0,0,0,0
2056,4840,Miass,Cheliabinskaia oblast',Uralskii,0,1,0,28.0,55.03,60.12,3028.3009,3614.4144,3308.4036,17030,19378,9839.909591,18142.56088,94.92082241,97.45428485,84.53334678,96.15794758,1,0,0,0,0,0,0,0,0
2061,4847,Troitsk,Cheliabinskaia oblast',Uralskii,0,1,0,28.0,54.1,61.58,2926.81,3792.0964,3331.478,23299,30375,7943.810798,14473.37096,101.126469,106.53078559999999,80.64306508,91.77765987,1,0,0,0,0,0,0,0,0
2095,4919,Barnaul,Altaiskii krai,Sibirskii,1,1,0,70.0,53.36,83.36,2847.2896,6948.8896,4448.0896,21073,73858,3949.543487,8530.493681999998,99.11691583,125.6618493,68.58084525,81.92788748,0,0,0,0,0,1,0,1,0
2097,4931,Biisk,Altaiskii krai,Sibirskii,0,1,0,70.0,52.54,85.21,2760.4516,7260.7441,4476.9334,17213,45561,3773.3400579999998,8054.846509,95.12920543,115.0643963,67.82701548,80.89256197,0,0,0,0,0,1,0,1,0
2215,5250,Novosibirsk,Novosibirskaia oblast',Sibirskii,1,1,0,70.0,55.04,82.92,3029.4016,6875.7264,4563.9168,20184,131839,4127.211018999999,8519.161143000001,98.26054062,138.9884612,69.31157184,81.90382416,0,0,0,0,0,1,0,0,0
2250,5343,Omsk,Omskaia oblast',Sibirskii,1,1,0,72.0,54.97,73.39,3021.7009,5386.0921,4034.2483,37376,161684,4847.949927000001,9086.965731999999,110.8552939,143.8416218,72.01747777,83.07586623,0,0,0,0,0,1,0,0,0
2282,5429,Tomsk,Tomskaia oblast',Sibirskii,1,1,0,70.0,56.46,84.96,3187.7316,7218.2016,4796.8416,52210,92274,3823.553721,8599.829126,118.0054061,130.70246070000002,68.04493791,82.074497,0,0,0,0,0,1,0,0,0
2308,5494,Tiumen',Tiumenskaia oblast',Uralskii,1,1,0,69.0,57.15,65.51,3266.1225,4291.5601,3743.8965,29544,50355,6937.858795,12577.70795,105.9589412,117.22075020000001,78.22957558,89.10758335,1,0,0,0,0,0,0,1,0
2310,5501,Tobol'sk,Tiumenskaia oblast',Uralskii,0,1,1,69.0,58.19,68.24,3386.08,4656.6976,3970.8856,20425,18519,5981.18851,11021.65513,98.49599639,96.56113425,75.62693074,86.63173914,1,0,0,0,0,0,0,1,0
2447,5782,Krasnoiarsk,Krasnoiarskii krai,Sibirskii,1,1,0,64.0,56.0,92.88,3136.0,8626.6944,5201.28,26699,72261,3337.583595,6657.351281,103.88463840000001,125.1722355,65.82080712,77.50120692,0,0,0,0,0,1,0,0,0
2543,6003,Irkutsk,Irkutskaia oblast',Sibirskii,1,1,0,66.0,52.25,104.28,2730.0625,10874.3184,5448.63,51473,98764,2581.98445,5156.808491,117.6967365,132.2612345,61.72166258,73.06955471,0,0,0,0,0,1,0,0,0
2754,6407,Vladivostok,Primorskii krai,Dalnevostochny,1,1,0,67.0,43.13,131.92,1860.1969,17402.8864,5689.7096,28933,107980,1710.6888609999999,3540.6174130000004,105.5291479,134.3211763,55.42283463,66.78250583,0,0,1,0,0,0,0,0,0
2810,6523,Khabarovsk,Khabarovskii krai,Dalnevostochny,1,1,0,67.0,48.48,135.09,2350.3104,18249.3081,6549.1632,14971,49704,1700.556291,3325.687243,92.42650167,116.93915049999998,55.33441698,65.76288122,0,0,1,0,0,0,0,0,0
2861,6619,Blagoveshchensk,Amurskaia oblast',Dalnevostochny,1,1,0,63.0,50.28,127.53,2528.0784,16263.9009,6412.2084,32834,61205,1829.359808,3745.263783,108.1437733,121.48413490000002,56.42595769,67.70405412,0,0,1,0,0,0,0,0,0
3003,6891,Kaliningrad,Kaliningradskaia oblast',Severno-Zapadny,1,1,0,0.0,54.71,20.51,2993.1841,420.6601,1122.1021,189483,279926,7714.257695,12650.4199,147.67243080000003,157.3088017,80.11727792,89.21644423,0,0,0,0,1,0,0,0,0
3009,6908,Sovetsk,Kaliningradskaia oblast',Severno-Zapadny,0,1,0,0.0,55.08,21.88,3033.8064,478.7344,1205.1504,34539,50834,10109.9003,16191.309159999999,109.199248,117.4258463,85.03182871,93.93932054,0,0,0,0,1,0,0,0,0
3010,6909,Cherniakhovsk,Kaliningradskaia oblast',Severno-Zapadny,0,1,0,0.0,54.64,21.81,2985.5296,475.6761,1191.6984,27787,39311,10395.985990000001,16649.47391,104.7004455,111.92073490000001,85.54723907,94.481003,0,0,0,0,1,0,0,0,0
