,ID89,name89,region,okrug,oblast_center,CityStatus,RaionCenter,Gubernia,Latitude,Longitude,lat2,long2,latlong,pop1897,pop1926,pop1939,pop1959,pop1970,pop1979,pop1989,pop2002,pop2010,mp1897,mp1926,mp1939,mp1959,mp1970,mp1979,mp1989,mp2002,mp2010,spop1897,spop1926,spop1939,spop1959,spop1970,spop1979,spop1989,spop2002,spop2010,smp1897,smp1926,smp1939,smp1959,smp1970,smp1979,smp1989,smp2002,smp2010,log_pop1897,log_pop1926,log_pop1939,log_pop1959,log_pop1970,log_pop1979,log_pop1989,log_pop2002,log_pop2010,lag_log_pop1897,lag_log_pop1926,lag_log_pop1939,lag_log_pop1959,lag_log_pop1970,lag_log_pop1979,lag_log_pop1989,lag_log_pop2002,lag_log_pop2010,log_mp1897,log_mp1926,log_mp1939,log_mp1959,log_mp1970,log_mp1979,log_mp1989,log_mp2002,log_mp2010
1803,4178,Zav'ialovo,Udmurtskaia ASSR,Privolzhskii,,,1,10.0,56.79,53.38,"3225,1041","2849,4244","3031,4502",,,,,,,6830,7457,,14987.34373,25320.26833,59110.92405,96701.35504,131250.3385,161296.3809,205366.0725,203432.2825,191480.3012,,,,,,,77.95265281,79.51125662,,92.4474822,102.8066308,120.7179272,131.776227,138.8829667,143.7840529,149.6352645,149.4038916,147.9273845,,,,,,,8.829079953,8.916908468,,,,,,,,8.591001119,8.670429167,,10914.02546,19211.48615,43559.44506,71802.52416,93484.30936,111371.7544,146811.8841,144278.1705,132737.5883
1804,4181,Igra,Udmurtskaia ASSR,Privolzhskii,,,1,10.0,57.55,53.04,"3312,0025","2813,2416","3052,452",,,,,,,22866,22280,20747,11155.50273,19561.19509,43991.25211,71971.42354,94116.78641,112568.0891,148384.6152,146208.0819,134455.9057,,,,,,,100.7495266,100.2290249,98.80671993,86.85658765,97.64014978,114.3134342,125.0824023,131.1549852,135.287455,141.790055,141.4383613,139.4522823,,,,,,,10.03740637,10.01144469,9.940156937,,,,,,,8.829079953,8.916908468,,14987.34373,25320.26833,59110.92405,96701.35504,131250.3385,161296.3809,205366.0725,203432.2825,191480.3012
1805,4182,Fakel,Udmurtskaia ASSR,Privolzhskii,,,,10.0,57.63,53.01,"3321,2169","2810,0601","3054,9663",,,,,,,2196,2029,,11047.88245,19417.40043,43655.71847,71458.922,93301.58979,111464.9505,149370.0882,147096.9354,135447.8293,,,,,,,59.2036806,57.9927688,,86.67598931,97.49439239,114.1497697,124.9226029,130.9558076,135.0584598,141.9477403,141.5825617,139.625934,,,,,,,7.694392803,7.61529834,,,,,,,,10.03740637,10.01144469,9.940156937,11155.50273,19561.19509,43991.25211,71971.42354,94116.78641,112568.0891,148384.6152,146208.0819,134455.9057
1806,4184,Kambarka,Udmurtskaia ASSR,Privolzhskii,,1,1,10.0,56.27,54.19,"3166,3129","2936,5561","3049,2713",,,9400,13400,14100,13000,13258,12636,11028,11668.16698,20242.03515,44904.07001,74297.47671,99954.42419,121085.9273,161144.2456,160251.5135,147717.3553,,,83.69441128,90.30719879,91.2775799,89.73213313,90.10483046,89.19489999,86.64245268,87.69610104,98.31747082,114.7530224,125.7948935,132.5369564,136.9896018,143.7614232,143.6282359,141.6827413,,,9.148464968,9.503009986,9.553930076,9.472704636,9.492356423,9.444305162,9.308192772,,,,,,,7.694392803,7.61529834,,11047.88245,19417.40043,43655.71847,71458.922,93301.58979,111464.9505,149370.0882,147096.9354,135447.8293
1807,4185,Kama,Udmurtskaia ASSR,Privolzhskii,,,,10.0,56.31,54.09,"3170,8161","2925,7281","3045,8079",,,,,,,3830,3478,,11941.92089,20580.27412,46780.07648,77039.85501,102784.476,123848.5633,163015.5108,161825.8434,149591.4692,,,,,,,68.07273174,66.49118467,,88.13098135,98.64637858,115.6315828,126.609263,133.1805923,137.5181862,144.0384178,143.8626567,141.9830323,,,,,,,8.250620082,8.154212695,,,,9.148464968,9.503009986,9.553930076,9.472704636,9.492356423,9.444305162,9.308192772,11668.16698,20242.03515,44904.07001,74297.47671,99954.42419,121085.9273,161144.2456,160251.5135,147717.3553
1808,4187,Karakulino,Udmurtskaia ASSR,Privolzhskii,,,1,10.0,56.01,53.71,"3137,1201","2884,7641","3008,2971",,,,,,,5144,5109,,11616.35193,20221.3399,44843.33152,73982.89816,98680.08405,120325.126,160160.8924,159585.8331,147214.8661,,,,,,,73.02704463,72.91040474,,87.61276434,98.29718645,114.7240252,125.6997333,132.2416838,136.8420983,143.6146781,143.5284793,141.6016338,,,,,,,8.545586266,8.538758969,,,,,,,,8.250620082,8.154212695,,11941.92089,20580.27412,46780.07648,77039.85501,102784.476,123848.5633,163015.5108,161825.8434,149591.4692
1809,4190,Kez,Udmurtskaia ASSR,Privolzhskii,,,1,10.0,57.89,53.73,"3351,2521","2886,9129","3110,4297",,,,,,,10030,10913,,10630.3698,18858.27918,42793.07658,70542.06224,91533.39455,108779.6575,143385.0957,140731.4349,129611.9927,,,,,,,84.88555806,86.44741158,,85.96016077,96.91826203,113.7237029,124.634102,130.5182669,134.4922558,140.974998,140.5317459,138.5870613,,,,,,,9.213335881,9.297710018,,,,,,,,8.545586266,8.538758969,,11616.35193,20221.3399,44843.33152,73982.89816,98680.08405,120325.126,160160.8924,159585.8331,147214.8661
1810,4192,Kizner,Udmurtskaia ASSR,Privolzhskii,,,1,10.0,56.31,51.51,"3170,8161","2653,2801","2900,5281",,,,,,,9894,9957,,12279.31164,21315.77008,47294.6367,76684.88077,101518.5594,123510.3288,163223.6765,162498.1205,150486.6322,,,,,,,84.63418187,84.75100862,,88.6548631,99.34512482,115.8669721,126.505353,132.8947128,137.4540534,144.0690512,143.9621236,142.1252508,,,,,,,9.199683792,9.2060311,,,,,,,,9.213335881,9.297710018,,10630.3698,18858.27918,42793.07658,70542.06224,91533.39455,108779.6575,143385.0957,140731.4349,129611.9927
1811,4194,Kiiasovo,Udmurtskaia ASSR,Privolzhskii,,,1,10.0,56.34,53.13,"3174,1956","2822,7969","2993,3442",,,,,,,3372,3302,,12143.68113,21210.84906,47289.63509,77238.47517,102549.3425,125178.515,164786.4091,163739.7812,151502.7973,,,,,,,65.98737446,65.64699993,,88.44582858,99.24678526,115.8646953,126.667214,133.1277367,137.7688151,144.2978841,144.1448463,142.2857572,,,,,,,8.123261319,8.102283624,,,,,,,,9.199683792,9.2060311,,12279.31164,21315.77008,47294.6367,76684.88077,101518.5594,123510.3288,163223.6765,162498.1205,150486.6322
1812,4198,Krasnogorskoe,Udmurtskaia ASSR,Privolzhskii,,,1,10.0,57.7,52.51,"3329,29","2757,3001","3029,827",,,,,,,4684,4559,,11030.79766,19429.07013,43469.21421,70904.11591,92491.67953,110432.358,146260.9563,144113.7019,132769.8041,,,,,,,71.43474419,70.9782421,,86.64717488,97.50625748,114.0583042,124.7484321,130.7563427,134.8422243,141.4469617,141.0953855,139.154395,,,,,,,8.451907725,8.42485858,,,,,,,,8.123261319,8.102283624,,12143.68113,21210.84906,47289.63509,77238.47517,102549.3425,125178.515,164786.4091,163739.7812,151502.7973
1813,4202,Malaia Purga,Udmurtskaia ASSR,Privolzhskii,,,1,10.0,56.55,53.01,"3197,9025","2810,0601","2997,7155",,,,,,,6163,6879,,12514.08662,23517.04783,52690.46255,84750.15283,110947.2282,134338.6284,174032.7687,172428.5685,160534.8206,,,,,,,76.14864243,78.07893537,,89.01186998,101.3139053,118.2045098,128.7649126,134.9502733,139.4316736,145.6124621,145.3890537,143.6705762,,,,,,,8.726318951,8.836228572,,,,,,,,8.451907725,8.42485858,,11030.79766,19429.07013,43469.21421,70904.11591,92491.67953,110432.358,146260.9563,144113.7019,132769.8041
1814,4205,Pychas,Udmurtskaia ASSR,Privolzhskii,,,,10.0,56.5,52.44,"3192,25","2749,9536","2962,86",,,,,,,3609,3219,,12058.88656,21139.60635,47687.22575,77241.64698,102311.5772,124528.9208,164087.5423,163149.8248,151034.8984,,,,,,,67.09552816,65.23511874,,88.31408022,99.17976168,116.0450076,126.6681384,133.0741767,137.6467052,144.1957951,144.0581873,142.211974,,,,,,,8.191186005,8.076826031,,,,,,,,8.726318951,8.836228572,,12514.08662,23517.04783,52690.46255,84750.15283,110947.2282,134338.6284,174032.7687,172428.5685,160534.8206
1815,4208,Selty,Udmurtskaia ASSR,Privolzhskii,,,1,10.0,57.31,52.13,"3284,4361","2717,5369","2987,5703",,,,,,,5846,5585,,11459.27756,20056.77701,44663.81662,72344.29819,94937.83451,113884.6367,150486.4875,148752.4194,137321.897,,,,,,,75.22982682,74.43961809,,87.35808939,98.13522312,114.6381141,125.1980158,131.3540072,135.5580811,142.1252279,141.8490192,139.9508653,,,,,,,8.673512946,8.627839712,,,,,,,,8.191186005,8.076826031,,12058.88656,21139.60635,47687.22575,77241.64698,102311.5772,124528.9208,164087.5423,163149.8248,151034.8984
1816,4211,Kil'mez',Udmurtskaia ASSR,Privolzhskii,,,,10.0,57.01,51.33,"3250,1401","2634,7689","2926,3233",,,,,,,3799,3141,5954,11842.15879,20658.31999,45527.64747,73191.98442,96247.68296,115590.9866,152964.5186,151600.7961,139812.7002,,,,,,,67.93869338,64.83947892,75.54770956,87.97354246,98.72158066,115.0486861,125.4588434,131.6682852,135.90461,142.5149193,142.3011842,140.3765009,,,,,,,8.242493153,8.0522965,8.691818542,,,,,,,8.673512946,8.627839712,,11459.27756,20056.77701,44663.81662,72344.29819,94937.83451,113884.6367,150486.4875,148752.4194,137321.897
1817,4212,Siumsi,Udmurtskaia ASSR,Privolzhskii,,,1,10.0,57.11,51.62,"3261,5521","2664,6244","2948,0182",,,,,,,5534,5645,,11686.09764,20415.39686,45165.08197,72790.68308,95662.54302,114878.051,151943.6433,150435.6785,139050.0761,,,,,,,74.28140638,74.62412241,,87.72486282,98.48666208,114.8772291,125.3357104,131.5283754,135.7603982,142.3550836,142.1171764,140.2469239,,,,,,,8.61866616,8.638525477,,,,,,,,8.242493153,8.0522965,8.691818542,11842.15879,20658.31999,45527.64747,73191.98442,96247.68296,115590.9866,152964.5186,151600.7961,139812.7002
1818,4215,Uva,Udmurtskaia ASSR,Privolzhskii,,,1,10.0,56.98,52.17,"3246,7204","2721,7089","2972,6466",,,,,,,18249,19358,19987,11795.41592,20573.1185,45869.67411,74298.63299,97964.44962,118126.6371,155518.4475,154019.4138,142095.8817,,,,,,,96.27270583,97.43389786,98.06618741,87.89936747,98.63947086,115.2092992,125.7952426,132.0743368,136.4110128,142.9105398,142.6790578,140.760602,,,,,,,9.811865563,9.87086105,9.902837341,,,,,,,8.61866616,8.638525477,,11686.09764,20415.39686,45165.08197,72790.68308,95662.54302,114878.051,151943.6433,150435.6785,139050.0761
1819,4217,Sharkan,Udmurtskaia ASSR,Privolzhskii,,,1,10.0,57.3,53.88,"3283,29","2903,0544","3087,324",,,,,,,6532,6596,,11744.10226,20143.59373,45530.06817,74965.01942,98291.55203,117750.5432,154224.7553,151849.4196,140375.819,,,,,,,77.16688602,77.33828226,,87.81763625,98.22081668,115.0498267,125.9956159,132.1509659,136.3365334,142.7108885,142.3402817,140.4717654,,,,,,,8.784468454,8.794218684,,,,,,,,9.811865563,9.87086105,9.902837341,11795.41592,20573.1185,45869.67411,74298.63299,97964.44962,118126.6371,155518.4475,154019.4138,142095.8817
1820,4220,Iukamenskoe,Udmurtskaia ASSR,Privolzhskii,,,1,10.0,57.89,52.25,"3351,2521","2730,0625","3024,7525",,,,,,,4623,4326,,10920.33535,19309.14547,43133.77767,70382.34729,91546.47673,109082.9198,144295.3652,142083.9194,130946.3542,,,,,,,71.21333066,70.09705843,,86.45990705,97.38401832,113.8929004,124.5834969,130.5215323,134.5568356,141.1253149,140.7586044,138.8283197,,,,,,,8.438799124,8.372398607,,,,,,,,8.784468454,8.794218684,,11744.10226,20143.59373,45530.06817,74965.01942,98291.55203,117750.5432,154224.7553,151849.4196,140375.819
1821,4224,Iakshur-Bod'ia,Udmurtskaia ASSR,Privolzhskii,,,1,10.0,57.18,53.16,"3269,5524","2825,9856","3039,6888",,,,,,,6548,6944,,12045.83734,20821.87083,47117.98211,77030.59038,101820.2191,122802.3005,160705.2474,158718.0021,147099.2307,,,,,,,77.20987414,78.24522771,,88.29373172,98.87834694,115.7864232,126.6065566,132.9631303,137.3192821,143.6960135,143.3978548,141.582933,,,,,,,8.786914938,8.845633256,,,,,,,,8.438799124,8.372398607,,10920.33535,19309.14547,43133.77767,70382.34729,91546.47673,109082.9198,144295.3652,142083.9194,130946.3542
1822,4227,Iar,Udmurtskaia ASSR,Privolzhskii,,,1,10.0,58.23,52.11,"3390,7329","2715,4521","3034,3653",,,,,,,6917,7202,6596,10682.8135,19037.16725,42572.56495,69386.81103,89902.75908,106792.3062,141226.5993,138753.3163,127662.8821,,,,,,,78.17632076,78.89194989,77.33828226,86.05143952,97.10424303,113.6135415,124.265688,130.1078752,134.0649312,140.6150329,140.1963256,138.230537,,,,,,,8.841737429,8.882114044,8.794218684,,,,,,,8.786914938,8.845633256,,12045.83734,20821.87083,47117.98211,77030.59038,101820.2191,122802.3005,160705.2474,158718.0021,147099.2307
1823,4228,Pudem,Udmurtskaia ASSR,Privolzhskii,,,,10.0,58.3,52.15,"3398,89","2719,6225","3040,345",,,,,,,2964,2304,,10612.02765,18952.21075,42419.59469,69106.28902,89481.97955,106222.0441,140911.7993,138509.725,127695.7484,,,,,,,63.90875233,59.94478907,,85.92814123,97.01611466,113.5368176,124.1753863,130.0008731,133.9409706,140.5621143,140.1547187,138.2365899,,,,,,,7.994294986,7.742402022,,,,,,,,8.841737429,8.882114044,8.794218684,10682.8135,19037.16725,42572.56495,69386.81103,89902.75908,106792.3062,141226.5993,138753.3163,127662.8821
1824,4231,Kurgan,Kurganskaia oblast',Uralskii,1,1,,69.0,55.45,65.34,"3074,7025","4269,3156","3623,103",10301,28039,53253,145712,244000,309800,355517,345515,333640,6913.037202,12571.11981,29576.9728,50639.3745,64948.82808,76190.98019,101608.1112,99382.88738,90604.7295,85.37753083,104.8852842,118.4355409,141.3575316,153.8821271,159.8626998,163.3623543,162.6336869,161.7428908,78.16618719,89.09769211,105.9819062,117.3427249,122.7964282,126.3600442,132.9150428,132.4049554,130.28537,9.239996257,10.24135168,10.88280942,11.88938735,12.4049235,12.64368221,12.78132835,12.75279134,12.71781785,,,,,,,7.994294986,7.742402022,,10612.02765,18952.21075,42419.59469,69106.28902,89481.97955,106222.0441,140911.7993,138509.725,127695.7484
1825,4236,Shadrinsk,Kurganskaia oblast',Uralskii,,1,,28.0,56.08,63.63,"3144,9664","4048,7769","3568,3704",11678,19203,31149,52345,72600,81500,86713,80865,77744,7866.77992,14302.15443,34381.86283,60175.56449,77032.81341,90247.18585,117936.6498,114833.2347,105789.9425,87.71187864,97.27525378,107.0508366,118.0615176,125.2769855,127.8789674,129.2850659,127.7021224,126.8140997,80.4681497,91.54979035,109.1039675,121.1105014,126.607206,130.1951217,136.373416,135.7513055,133.846637,9.365462009,9.862821796,10.34653742,10.8656117,11.1927202,11.3083583,11.37035909,11.30053638,11.26117666,9.239996257,10.24135168,10.88280942,11.88938735,12.4049235,12.64368221,12.78132835,12.75279134,12.71781785,6913.037202,12571.11981,29576.9728,50639.3745,64948.82808,76190.98019,101608.1112,99382.88738,90604.7295
1826,4238,Al'menevo,Kurganskaia oblast',Uralskii,,,1,28.0,54.95,63.59,"3019,5025","4043,6881","3494,2705",,,,,,,5013,4559,,7610.444291,13971.77033,33424.71775,58648.11204,75032.28089,87724.35559,113989.6544,111180.8383,102249.4756,,,,,,,72.58681853,70.9782421,,79.87491717,91.1030957,108.5149507,120.5452626,126.0157503,129.5488963,135.5795449,134.9991469,133.0601687,,,,,,,8.519789817,8.42485858,,9.365462009,9.862821796,10.34653742,10.8656117,11.1927202,11.3083583,11.37035909,11.30053638,11.26117666,7866.77992,14302.15443,34381.86283,60175.56449,77032.81341,90247.18585,117936.6498,114833.2347,105789.9425
1827,4241,Belozerskoe,Kurganskaia oblast',Uralskii,,,1,69.0,55.82,65.58,"3115,8724","4300,7364","3660,6756",,,,,,,4519,4465,,7175.499184,13245.89701,30753.33135,53816.16857,70495.1728,83345.5635,109399.8374,106934.9347,98516.82004,,,,,,,70.82983043,70.62762768,,78.82647684,90.08749258,106.7864635,118.6646218,124.6192561,128.3859105,134.6241483,134.0958405,132.2036033,,,,,,,8.416046009,8.404024493,,,,,,,,8.519789817,8.42485858,,7610.444291,13971.77033,33424.71775,58648.11204,75032.28089,87724.35559,113989.6544,111180.8383,102249.4756
1828,4244,Vargashi,Kurganskaia oblast',Uralskii,,,1,69.0,55.35,65.86,"3063,6225","4337,5396","3645,351",,,,,,,9889,9953,9254,6981.9094,12991.21375,30148.59615,53062.68484,69756.90834,82569.85407,107942.8754,105514.5531,97031.83797,,,,,,,84.62488153,84.74361067,83.40823986,78.34157665,89.71932471,106.376402,118.3576286,124.3843175,128.1740964,134.3132057,133.7863319,131.8545679,,,,,,,9.199178307,9.205629292,9.132811169,,,,,,,8.416046009,8.404024493,,7175.499184,13245.89701,30753.33135,53816.16857,70495.1728,83345.5635,109399.8374,106934.9347,98516.82004
1829,4246,Dalmatovo,Kurganskaia oblast',Uralskii,,1,1,28.0,56.26,62.93,"3165,1876","3960,1849","3540,4418",564,,7700,11000,12600,15300,17494,14972,13913,8597.811339,15531.78509,37506.85229,66287.05493,84477.50273,98548.20071,127442.4721,123733.0719,114136.9824,40.13291237,,80.08416443,86.59513219,89.14101762,92.8449436,95.44534294,92.42778597,91.02264639,82.07024528,93.1349268,110.9288993,123.248851,128.6917934,132.2109271,138.1899074,137.4963058,135.6096258,6.335054251,,8.948975608,9.305650552,9.441452093,9.635608107,9.769613244,9.613937069,9.540578934,,,,,,,9.199178307,9.205629292,9.132811169,6981.9094,12991.21375,30148.59615,53062.68484,69756.90834,82569.85407,107942.8754,105514.5531,97031.83797
1830,4248,Kargapol'e,Kurganskaia oblast',Uralskii,,,1,28.0,55.86,64.22,"3120,3396","4124,2084","3587,3292",,,,,,,10037,8745,8433,7796.307783,14210.76228,33418.22729,58348.95388,75313.61306,88398.32415,115299.0265,112402.5501,103560.7527,,,,,,,84.89841415,82.37808511,81.71993411,80.30678924,91.42715608,108.5109047,120.4329934,126.0997878,129.723177,135.8456513,135.2532227,133.3543109,,,,,,,9.214033544,9.076237387,9.03990786,6.335054251,,8.948975608,9.305650552,9.441452093,9.635608107,9.769613244,9.613937069,9.540578934,8597.811339,15531.78509,37506.85229,66287.05493,84477.50273,98548.20071,127442.4721,123733.0719,114136.9824
1831,4249,Krasnyi Oktiabr',Kurganskaia oblast',Uralskii,,,,28.0,55.65,64.81,"3096,9225","4200,3361","3606,6765",,,,,,,4517,4178,4234,7475.486902,13796.20478,32213.57489,56708.96762,74077.66226,87408.41237,114245.3716,111515.5246,102724.4552,,,,,,,70.8223795,69.51537269,69.73757176,79.55542046,90.86186107,107.7473733,119.8080778,125.7284382,129.4667761,135.6317336,135.0690034,133.1671108,,,,,,,8.415603336,8.337587942,8.350902452,,,,,,,9.214033544,9.076237387,9.03990786,7796.307783,14210.76228,33418.22729,58348.95388,75313.61306,88398.32415,115299.0265,112402.5501,103560.7527
1832,4251,Kataisk,Kurganskaia oblast',Uralskii,,1,1,28.0,56.29,62.55,"3168,5641","3912,5025","3520,9395",,,2800,11800,14300,15500,16789,15836,14017,8859.461449,15937.86781,39341.92986,69677.93091,88454.93019,103104.2081,132879.4909,128735.7474,118850.3689,,,63.00191707,87.90665343,91.54690752,93.09539132,94.64330733,93.50969503,91.16480351,82.61430663,93.63374615,111.9373765,124.3590505,129.7377595,133.252288,139.1738786,138.4273929,136.5537283,,,7.937374696,9.37585481,9.568014816,9.648595303,9.728479189,9.670041108,9.548026158,,,,,,,8.415603336,8.337587942,8.350902452,7475.486902,13796.20478,32213.57489,56708.96762,74077.66226,87408.41237,114245.3716,111515.5246,102724.4552
1833,4253,Ketovo,Kurganskaia oblast',Uralskii,,,1,69.0,55.35,65.34,"3063,6225","4269,3156","3616,569",,,,,,,6377,7127,,7806.844575,15038.63709,34256.39062,63552.79315,86629.01353,103730.6474,132535.132,129358.2397,120177.3394,,,,,,,76.74553758,78.70609685,,80.33099758,92.51319485,109.0276039,122.3153323,129.2630305,133.3921719,139.1126608,138.5409246,136.8133467,,,,,,,8.760453046,8.871645668,,,,7.937374696,9.37585481,9.568014816,9.648595303,9.728479189,9.670041108,9.548026158,8859.461449,15937.86781,39341.92986,69677.93091,88454.93019,103104.2081,132879.4909,128735.7474,118850.3689
1834,4256,Kurtamysh,Kurganskaia oblast',Uralskii,,1,1,69.0,54.9,64.44,"3014,01","4152,5136","3537,756",,,8600,12300,16300,17200,19155,18154,17098,7223.391998,13250.3807,31074.71543,54211.68231,69952.6273,82177.72146,107556.0504,105058.5245,96461.03264,,,82.07485701,88.68656656,94.06905667,95.11446803,97.22589191,96.17030971,94.99848792,78.94464532,90.09391724,107.0014342,118.8242076,124.446821,128.0663299,134.230006,133.6861535,131.719105,,,9.059517482,9.417354541,9.698920387,9.752664663,9.860319057,9.806646201,9.746716777,,,,,,,8.760453046,8.871645668,,7806.844575,15038.63709,34256.39062,63552.79315,86629.01353,103730.6474,132535.132,129358.2397,120177.3394
1835,4258,Lebiazh'e,Kurganskaia oblast',Uralskii,,,1,69.0,55.28,66.51,"3055,8784","4423,5801","3676,6728",,,,,,,8039,6891,6451,6582.102379,12155.89147,28421.08792,49157.884,63844.96743,75296.37501,99148.48957,97007.02107,89030.83137,,,,,,,80.85714262,78.10974008,76.94781622,77.30118917,88.46473247,105.1627008,116.7003262,122.4168102,126.0946468,132.3506188,131.8486936,129.8856372,,,,,,,8.992059976,8.837971491,8.771990437,,,9.059517482,9.417354541,9.698920387,9.752664663,9.860319057,9.806646201,9.746716777,7223.391998,13250.3807,31074.71543,54211.68231,69952.6273,82177.72146,107556.0504,105058.5245,96461.03264
1836,4260,Makushino,Kurganskaia oblast',Uralskii,,1,1,69.0,55.21,67.25,"3048,1441","4522,5625","3712,8725",,,8700,13700,12900,13200,10535,9942,8337,6295.906972,11642.42253,27093.94137,46701.39164,60478.63494,71282.93466,94336.83078,92303.8307,84666.11712,,,82.28446161,90.7285037,89.58589544,90.02161473,85.79313425,84.72325262,81.51306683,76.52146825,87.65473638,104.1841844,115.5953811,121.2211006,124.8674887,131.2084789,130.7098516,128.7423989,,,9.071078305,9.525151112,9.46498259,9.487972109,9.262458326,9.204523487,9.028458718,,,,,,,8.992059976,8.837971491,8.771990437,6582.102379,12155.89147,28421.08792,49157.884,63844.96743,75296.37501,99148.48957,97007.02107,89030.83137
1837,4262,Mishkino,Kurganskaia oblast',Uralskii,,,1,28.0,55.33,63.9,"3061,4089","4083,21","3535,587",,,,,,,9507,8914,8030,7646.266784,14037.60005,33422.75149,58560.6107,75224.98902,88112.88763,114699.0129,111815.5559,102888.7279,,,,,,,83.90163648,82.72590739,80.83699861,79.95887766,91.19284952,108.513725,120.5124788,126.0733456,129.6495148,135.724054,135.131464,133.2039918,,,,,,,9.159783648,9.095378354,8.990939807,,,9.071078305,9.525151112,9.46498259,9.487972109,9.262458326,9.204523487,9.028458718,6295.906972,11642.42253,27093.94137,46701.39164,60478.63494,71282.93466,94336.83078,92303.8307,84666.11712
1838,4264,Mokrousovo,Kurganskaia oblast',Uralskii,,,1,69.0,55.81,66.77,"3114,7561","4458,2329","3726,4337",,,,,,,5105,4963,,6606.587529,12162.04279,28297.23212,48704.08201,63319.69856,74732.13632,98953.35114,96830.5188,88886.67007,,,,,,,72.89702958,72.41611185,,77.36649417,88.47424943,105.0731454,116.5000335,122.2340692,125.9257762,132.3052936,131.8068743,129.8487021,,,,,,,8.537975731,8.509765676,,,,,,,,9.159783648,9.095378354,8.990939807,7646.266784,14037.60005,33422.75149,58560.6107,75224.98902,88112.88763,114699.0129,111815.5559,102888.7279
1839,4267,Petukhovo,Kurganskaia oblast',Uralskii,,1,1,69.0,55.1,67.97,"3036,01","4619,9209","3745,147",,,,13000,12100,11800,14584,12661,11291,6066.52878,11269.84323,26476.9063,45207.30486,58424.39119,68845.24932,90967.37998,89060.98977,81677.13958,,,,89.73213313,88.37806268,87.90665343,91.92361385,89.23223761,87.0817676,75.87353942,87.04676711,103.7144298,114.8972604,120.4613531,124.0910558,130.376576,129.8933571,127.928076,,,,9.472704636,9.400960732,9.37585481,9.587680316,9.446281682,9.331761227,,,,,,,8.537975731,8.509765676,,6606.587529,12162.04279,28297.23212,48704.08201,63319.69856,74732.13632,98953.35114,96830.5188,88886.67007
1840,4269,Polovinnoe,Kurganskaia oblast',Uralskii,,,1,69.0,54.78,65.99,"3000,8484","4354,6801","3614,9322",,,,,,,5117,5221,,6603.787098,12166.30895,28445.33413,49167.42171,63738.03698,75081.65164,98576.98477,96431.26235,88617.64055,,,,,,,72.93712734,73.28120547,,77.35903594,88.48084725,105.1801911,116.7045178,122.3797202,126.0305187,132.2176431,131.7120199,129.7796284,,,,,,,8.540323609,8.560444233,,,,,9.472704636,9.400960732,9.37585481,9.587680316,9.446281682,9.331761227,6066.52878,11269.84323,26476.9063,45207.30486,58424.39119,68845.24932,90967.37998,89060.98977,81677.13958
1841,4272,Gliadianskoe,Kurganskaia oblast',Uralskii,,,1,69.0,54.9,65.09,"3014,01","4236,7081","3573,441",,,,,,,4993,4335,,6997.343236,12882.87894,30237.37394,52648.32036,68338.4547,80451.6743,105228.0122,102861.132,94561.41621,,,,,,,72.51871697,70.13186317,,78.38066978,89.56075639,106.4370635,118.1871122,123.9264983,127.5863314,133.7234321,133.1978,131.2629592,,,,,,,8.515792211,8.374476889,,,,,,,,8.540323609,8.560444233,,6603.787098,12166.30895,28445.33413,49167.42171,63738.03698,75081.65164,98576.98477,96431.26235,88617.64055
1842,4275,Safakulevo,Kurganskaia oblast',Uralskii,,,1,28.0,54.99,62.56,"3023,9001","3913,7536","3440,1744",,,,,,,4557,4286,,8255.363094,15203.79618,37596.64553,68009.36669,85941.88678,99848.81077,128058.8995,124643.1717,114991.3227,,,,,,,70.97084882,69.94159509,,81.33547676,92.72342666,110.9792743,123.8190468,129.0820147,132.5126161,138.3033763,137.6682241,135.7833653,,,,,,,8.424419791,8.363109176,,,,,,,,8.515792211,8.374476889,,6997.343236,12882.87894,30237.37394,52648.32036,68338.4547,80451.6743,105228.0122,102861.132,94561.41621
1843,4278,Tselinnoe,Kurganskaia oblast',Uralskii,,,1,28.0,54.5,63.67,"2970,25","4053,8689","3470,015",,,,,,,6064,5843,,7374.541649,13450.96366,31801.23497,55468.18842,71108.70848,83243.39194,108336.0945,105849.337,97216.02909,,,,,,,75.86627625,75.2209228,,79.31307825,90.3793609,107.4800883,119.3242713,124.812804,128.3581147,134.397502,133.8596244,131.8981247,,,,,,,8.710124927,8.672999643,,,,,,,,8.424419791,8.363109176,,8255.363094,15203.79618,37596.64553,68009.36669,85941.88678,99848.81077,128058.8995,124643.1717,114991.3227
1844,4281,Chastoozer'e,Kurganskaia oblast',Uralskii,,,1,69.0,55.57,67.92,"3088,0249","4613,1264","3774,3144",,,,,,,3013,2843,,6179.278308,11454.10678,26734.75899,45850.78879,59264.64603,69847.1776,92708.59064,90735.06575,83043.67932,,,,,,,64.17117894,63.24408711,,76.19468621,87.34965279,103.911924,115.2004591,120.7750055,124.4131651,130.8099194,130.3181876,128.3036929,,,,,,,8.010691539,7.952615112,,,,,,,,8.710124927,8.672999643,,7374.541649,13450.96366,31801.23497,55468.18842,71108.70848,83243.39194,108336.0945,105849.337,97216.02909
